row_index,review,clean_review,positive_terms,negative_terms,positive_score,negative_score,final_score,current_label,evidence_pattern,recommended_label_if_clear
10117,"Aplikasinya mudah digunakan, salah satu aplikasi mobile banking terbaik. User friendly buat kebutuhan pembayaran sehari hari",aplikasi mudah digunakan salah aplikasi mobile banking terbaik user friendly kebutuhan pembayaran sehari hari,mudah:4; terbaik:5; kebutuhan:4,aplikasi:-4; salah:-4; aplikasi:-4,13.0,-12.0,1.0,positif,mudah digunakan; aplikasi mudah; terbaik,positif
10123,"Klo buat buka aplikasi susah bgt,,tertulis tidak ada jaringan internet,,padahal pake wifi,sedangkan buat buka mbanking yg lain gampang,,🙏🏻 mohon kasih saran dong..",klo buka aplikasi susah banget tertulis tidak jaringan internet padahal pakai wifi sedangkan buka mbanking gampang mohon kasih saran,buka:3; banget:1; buka:3; gampang:4; mohon:2; kasih:2; saran:2,aplikasi:-4; susah:-3; tidak:-5; jaringan:-3,17.0,-15.0,2.0,positif,,manual_review
10133,Kok di jakone mobile Bi-fast tiba-tiba ga da ya,kok jakone mobile bi fast tiba tiba tidak da ya,ya:4,tidak:-5,4.0,-5.0,-1.0,negatif,,manual_review
10145,"Ada banyak benefit gratis untuk aplikasi ini, mendapatkan reward Rp600rb",benefit gratis aplikasi mendapatkan reward rp600rb,gratis:4,aplikasi:-4,4.0,-4.0,0.0,netral,,manual_review
10169,"Tolong di perbaiki untuk aplikasi jakone mobile nya, masa mau bayar pulsa pke qris tidak bisa🙈, beli pulsa langsung di jakone mobile nya juga tidak bisa🤦‍♀️🤦‍♀️ dan untuk bagian uang elektronik juga tolong ditambahkan seperti dana,ovo,dan gopay min. terimakasih",tolong perbaiki aplikasi jakone mobile nya masa bayar pulsa pke qris tidak bisa beli pulsa langsung jakone mobile nya tidak bisa uang elektronik tolong ditambahkan dana ovo gopay min terimakasih,tolong:3; bayar:1; beli:2; langsung:3; tolong:3; dana:4; terimakasih:5,aplikasi:-4; pulsa:-3; tidak:-5; pulsa:-3; tidak:-5,21.0,-20.0,1.0,positif,,manual_review
10173,kenapa gak ada menu transfer ke lain bank ya?,kenapa tidak menu transfer bank ya,ya:4,tidak:-5,4.0,-5.0,-1.0,negatif,,manual_review
10182,"Padahal jaringan bagus, kenapa gagal terus",padahal jaringan bagus kenapa gagal,jaringan:3; bagus:2,gagal:-4,5.0,-4.0,1.0,positif,bagus,positif
10186,"nga rekomendasi bgt, setiap libur aplikasi ngga bisa di pakai",nga rekomendasi banget setiap libur aplikasi ngga bisa pakai,banget:1; libur:3,aplikasi:-4; ngga:-2,4.0,-6.0,-2.0,negatif,,manual_review
10211,Aplikasi yang baik dan mudah dipahami,aplikasi mudah dipahami,mudah:4,aplikasi:-4,4.0,-4.0,0.0,netral,aplikasi mudah,positif
10231,"Aplikasi ini diawasi oleh OJK, jadi saya bisa tenang mendanain aplikasi ini, mantap",aplikasi diawasi ojk bisa tenang mendanain aplikasi mantap,tenang:5; mantap:5,aplikasi:-4; aplikasi:-4,10.0,-8.0,2.0,positif,mantap,positif
10234,jakone aplikasi mantap! sukses terus dah jakonehdhxhxbzbshshhx,jakone aplikasi mantap sukses dah jakonehdhxhxbzbshshhx,mantap:5; sukses:3,aplikasi:-4; dah:-3,8.0,-7.0,1.0,positif,mantap,positif
10235,"Pendaftarannya cukup mudah sih. Tidak ada kendala apapun. Cuma saran saya, internetnya harus stabil kalau daftar apk jakone. Selebihnya aman sih.",pendaftarannya mudah sih tidak kendala apapun saran internetnya stabil daftar aplikasi jakone selebihnya aman sih,mudah:4; saran:2; stabil:3; daftar:1,tidak:-5; aplikasi:-4,10.0,-9.0,1.0,positif,,manual_review
10250,"saya sudah melakukan pendaftaran dan berhasil, namun tidak mendapatkan user id, sy sudah kirim email untuk laporan Namum belum ada tindak lanjut.",melakukan pendaftaran berhasil tidak mendapatkan user id sy kirim email laporan namum belum tindak lanjut,pendaftaran:3; berhasil:3; kirim:2; lanjut:2,tidak:-5; laporan:-5,10.0,-10.0,0.0,netral,,manual_review
10264,"Aplikasi mudah di gunakan, Tampilan baru keren,dan sangat di rekomendasikan",aplikasi mudah gunakan tampilan keren rekomendasikan,mudah:4; tampilan:1,aplikasi:-4,5.0,-4.0,1.0,positif,aplikasi mudah; keren,positif
10271,"aplikasi super lengkap, disini kita bisa beli pulsa, paket data, internet dan lain-lain. banyak promo2 menarik juga di apk ini mantapp pokonyaaa ......",aplikasi super lengkap disini kita bisa beli pulsa paket data internet promo2 menarik aplikasi mantapp pokonyaaa,super:3; lengkap:2; beli:2; paket:4; menarik:4,aplikasi:-4; pulsa:-3; data:-3; aplikasi:-4,15.0,-14.0,1.0,positif,mantap,positif
10281,Baru tau aplikasi ini langsung suka???? Goodjob JakOne!,tau aplikasi langsung suka goodjob jakone,langsung:3; suka:3,tau:-4; aplikasi:-4,6.0,-8.0,-2.0,negatif,,manual_review
10295,tampilan aplikasi modern,tampilan aplikasi modern,tampilan:1; modern:3,aplikasi:-4,4.0,-4.0,0.0,netral,,manual_review
10310,"Aplikasi mudah di gunakan, Tampilan baru keren,bisa buat kartu dirumah",aplikasi mudah gunakan tampilan keren bisa kartu dirumah,mudah:4; tampilan:1,aplikasi:-4,5.0,-4.0,1.0,positif,aplikasi mudah; keren,positif
10311,"punya saya password yg dimasukan sudah benar,tapi ko ga bisa kebuka ya aplikasiny? padahal saya sampe catet passwordnya di catetan saya loh pas abis buat aplikasi ini,dan password sudah benar ketika diketik tapi ko gabisa,itu knp y?",punya password dimasukan benar ko tidak bisa kebuka ya aplikasiny padahal sampe catet passwordnya catetan loh pas abis aplikasi password benar diketik ko tidak bisa knp y,punya:3; benar:2; ya:4; pas:3; abis:1; benar:2,tidak:-5; aplikasi:-4; tidak:-5,15.0,-14.0,1.0,positif,,manual_review
10328,"karena aplikasi ini, semuanya jadi mudah. terima kasih yang sudah membuat aplikasi ini, mungkin kedepannya bisa diperbanyak lagi fitur-fiturnya agar sat set sat set✊🏿",aplikasi semuanya mudah terima kasih membuat aplikasi kedepannya bisa diperbanyak fitur fiturnya sat set sat set,mudah:4; terima:2; kasih:2; membuat:1,aplikasi:-4; semuanya:-3; aplikasi:-4,9.0,-11.0,-2.0,negatif,,manual_review
10336,Ini kenapa otp ga masuk2 ya padahal pulsa ada internet lancar,kenapa otp tidak masuk2 ya padahal pulsa internet lancar,ya:4; lancar:4,tidak:-5; pulsa:-3,8.0,-8.0,0.0,netral,lancar; otp tidak masuk,manual_review
10354,Sangat lemot bgt dan tidak mendukung di jaringan XL dan Tree.. ampun dah ...,lambat banget tidak mendukung jaringan xl tree ampun dah,lambat:1; banget:1; jaringan:3; ampun:1,tidak:-5; dah:-3,6.0,-8.0,-2.0,negatif,lemot; lambat,negatif
10356,aplikasinya memudahkan saya untuk bertransaksi,aplikasi memudahkan bertransaksi,memudahkan:3; bertransaksi:3,aplikasi:-4,6.0,-4.0,2.0,positif,memudahkan,positif
10358,Aplikasinya sangat membantu Bagus .semoga di pertahakan,aplikasi membantu bagus semoga pertahakan,membantu:4; bagus:2,aplikasi:-4,6.0,-4.0,2.0,positif,sangat membantu; bagus,positif
10359,Satu aplikasi banyak solusi. Mantap pokoknya 🙏,aplikasi solusi mantap pokoknya,solusi:3; mantap:5,aplikasi:-4; pokoknya:-3,8.0,-7.0,1.0,positif,mantap,positif
10363,"Aplikasinya mudah, hanya perlu ditingkatkan lagi. Untuk fitur udah hampir lengkap dan kerenn.",aplikasi mudah ditingkatkan fitur udah lengkap kerenn,mudah:4; lengkap:2,aplikasi:-4,6.0,-4.0,2.0,positif,aplikasi mudah; keren,positif
10365,Tmbah Update tambah gak jelas aplgi setiap jam ½10 malam mau transaksi erorr teruss jaringann..,tmbah update tambah tidak jelas aplgi setiap jam 10 malam transaksi erorr teruss jaringann,tambah:3; transaksi:4,tidak:-5; jelas:-1; malam:-1,7.0,-7.0,0.0,netral,eror,negatif
10383,"Apknya jadul bngt kirim kode SMS ajh lama bngt , trus kaga dikirim kirim pula",apknya jadul bngt kirim kode sms ajh bngt kaga dikirim kirim,kirim:2; dikirim:2; kirim:2,jadul:-3; kode:-3,6.0,-6.0,0.0,netral,,manual_review
10391,kenapa sekarang ga ada transfer ke Dana,kenapa tidak transfer dana,dana:4,tidak:-5,4.0,-5.0,-1.0,negatif,,manual_review
10397,"Aplikasi Cepat, Tampilan Baru Keren!",aplikasi cepat tampilan keren,cepat:3; tampilan:1,aplikasi:-4,4.0,-4.0,0.0,netral,keren; cepat,positif
10400,"Aplikasi sangat membantu banget, rekomendasi si buat topup apapun",aplikasi membantu banget rekomendasi si topup apapun,membantu:4; banget:1,aplikasi:-4,5.0,-4.0,1.0,positif,sangat membantu,positif
10409,GMN SI TRANFER BANK LAIN GK AD PILIHAN TRS MO TOP UP SHOPEE PAY GOPAY DANA GK ADA EROR MLU SERING BGT EROR JD SUSAH MO TRANFER,gmn si tranfer bank tidak ad pilihan mo top up shopee pay gopay dana tidak error mlu banget error susah mo tranfer,pilihan:5; top:5; dana:4; error:5; banget:1,tidak:-5; tidak:-5; error:-5; susah:-3,20.0,-18.0,2.0,positif,error; eror,negatif
10410,"Aplikasi mobile banking yang sangat mudah di gunakan bisa bayar apa aja pake aplikasi ini ,saya merekomendasikan mobile banking ini, karena bayar apa aja jadi ga ribet dari segi tampilan juga menarik dan bersahabat..",aplikasi mobile banking mudah gunakan bisa bayar pakai aplikasi merekomendasikan mobile banking bayar tidak ribet segi tampilan menarik bersahabat,mudah:4; bayar:1; bayar:1; ribet:4; tampilan:1; menarik:4; bersahabat:2,aplikasi:-4; aplikasi:-4; tidak:-5; segi:-4,17.0,-17.0,0.0,netral,ribet,negatif
10411,walaupun banyak error saya suka pelayanan bank dki,walaupun error suka pelayanan bank dki,suka:3; pelayanan:3,error:-5,6.0,-5.0,1.0,positif,error,negatif
10417,"New Jakone mobile makin okeh&lengkap, simple aplikasinya👍🏻👍🏻👍🏻",new jakone mobile okeh lengkap simple aplikasi,lengkap:2; simple:3,aplikasi:-4,5.0,-4.0,1.0,positif,simple,positif
10424,Mantap sekali aplikasinya,mantap aplikasi,mantap:5,aplikasi:-4,5.0,-4.0,1.0,positif,mantap,positif
10440,Aplikasi terbaik,aplikasi terbaik,terbaik:5,aplikasi:-4,5.0,-4.0,1.0,positif,terbaik,positif
10443,"Baru daftar online hari ini , cepet prosesnya gk ribet hanya beberapa menit lngsung jdi rekeningnya😊,",daftar online hari cepet prosesnya tidak ribet beberapa menit lngsung jdi rekeningnya,daftar:1; cepet:2; ribet:4,tidak:-5,7.0,-5.0,2.0,positif,ribet,negatif
10447,"Aplikasi bagus, perlu di coba",aplikasi bagus coba,bagus:2; coba:2,aplikasi:-4,4.0,-4.0,0.0,netral,bagus,positif
10451,aneh transfer ke bank lain malah kaga bisa kocak padahal limit 10jt mau pindahin dana 9jt malah kena transaksi batal terus mau lewat e wallet sama aja kaga danta tiba-tiba koneksi kaga jelas eror padahal lancar busuk banget ini bank,aneh transfer bank kaga bisa kocak padahal limit 10jt pindahin dana 9jt kena transaksi batal e wallet kaga danta tiba tiba koneksi kaga jelas error padahal lancar busuk banget bank,aneh:4; dana:4; transaksi:4; koneksi:2; jelas:1; lancar:4; banget:1,kocak:-2; kena:-3; batal:-5; error:-5; busuk:-5,20.0,-20.0,0.0,netral,lancar; error; eror,manual_review
10472,Simple dan gak ribet. Gak pernah ngelag. Tingkat security bagus.,simple tidak ribet tidak ngelag tingkat security bagus,simple:3; ribet:4; tingkat:1; bagus:2,tidak:-5; tidak:-5,10.0,-10.0,0.0,netral,simple; bagus; ribet,manual_review
10497,Aplikasi yang bagus untuk menabung dan berinvestasi,aplikasi bagus menabung berinvestasi,bagus:2; menabung:4,aplikasi:-4,6.0,-4.0,2.0,positif,bagus,positif
10502,"lagi transaksi via Qris tiba² gagal, terus saldo juga ikut kepotong sudah 2 hari sampai sekarang saldo belum kembali :/",transaksi via qris tiba gagal saldo ikut kepotong 2 hari saldo belum,transaksi:4; saldo:2; saldo:2,gagal:-4; ikut:-3,8.0,-7.0,1.0,positif,,manual_review
10503,kebanyakan kendala mulu aplikasinya,kebanyakan kendala mulu aplikasi,kebanyakan:2; mulu:2,aplikasi:-4,4.0,-4.0,0.0,netral,,manual_review
10509,sekelas layanan perbankan milik pemerintah segini jelek nya,sekelas layanan perbankan milik pemerintah segini jelek nya,layanan:3; milik:1,jelek:-5,4.0,-5.0,-1.0,negatif,jelek,negatif
10511,Mudah dapat di gunakan dan dapat di akses dari aplikasi,mudah gunakan akses aplikasi,mudah:4; akses:2,aplikasi:-4,6.0,-4.0,2.0,positif,aplikasi mudah,positif
10514,"Mantap nih mbankingnya, transfer lebih cepat ga perlu antre ATM. Kalo butuh pulsa dadakan juga bisa beli disini.",mantap nih mbankingnya transfer lebih cepat tidak antre atm butuh pulsa dadakan bisa beli disini,mantap:5; lebih:1; cepat:3; beli:2,tidak:-5; butuh:-5; pulsa:-3,11.0,-13.0,-2.0,negatif,mantap; cepat,positif
10523,"jelek banget ga bisa tf ke dana, layanan nya juga lemot",jelek banget tidak bisa transfer dana layanan nya lambat,banget:1; dana:4; layanan:3; lambat:1,jelek:-5; tidak:-5,9.0,-10.0,-1.0,negatif,lemot; lambat; jelek,negatif
10525,Aplikasi mobile banking tebaik yang mudah di operasikan.fitur fitur nya juga keren.,aplikasi mobile banking tebaik mudah operasikan fitur fitur nya keren,mudah:4,aplikasi:-4,4.0,-4.0,0.0,netral,keren,positif
10545,"Untuk PT Bank DKI sy mengusulkan Agar di kasih menu laporan KPR, Sisa pokok KPR pun bisa di lihat dan Rincian lainnya, Seperti bank yg lain..",pt bank dki sy mengusulkan kasih menu laporan kpr sisa pokok kpr bisa lihat rincian lainnya bank,kasih:2; pokok:3; lihat:3,laporan:-5; sisa:-4,8.0,-9.0,-1.0,negatif,,manual_review
10561,Aplikasi jakOne mobile nya sangat membantu..,aplikasi jakone mobile nya membantu,membantu:4,aplikasi:-4,4.0,-4.0,0.0,netral,sangat membantu,positif
10571,"Aplikasi mudah di gunakan, Tampilan baru keren + aplikasi yang sangat keren banget",aplikasi mudah gunakan tampilan keren aplikasi keren banget,mudah:4; tampilan:1; banget:1,aplikasi:-4; aplikasi:-4,6.0,-8.0,-2.0,negatif,aplikasi mudah; keren,positif
10573,"mau bayar pendidikan susah, gabisa transfer dari platform gopay, dana, shopeepay kesini. tolong diperbaiki sistemnya.",bayar pendidikan susah tidak bisa transfer platform gopay dana shopeepay kesini tolong diperbaiki sistemnya,bayar:1; dana:4; tolong:3,susah:-3; tidak:-5,8.0,-8.0,0.0,netral,,manual_review
10585,"Lemot bgt... kalau mau transfer apalagi buru-buru, suka kesel sendiri.",lambat banget transfer apalagi buru buru suka kesel,lambat:1; banget:1; buru:1; buru:1; suka:3,kesel:-5,7.0,-5.0,2.0,positif,lemot; lambat,negatif
10590,"Gak bisa transfer antarbank, nyusahin nasabah",tidak bisa transfer antarbank nyusahin nasabah,nasabah:4,tidak:-5,4.0,-5.0,-1.0,negatif,,manual_review
10598,"JakOne sudah sangat bagus, apalagi setelah pembaharuan yang sekarang. Jauh lebih cepat runningnya.",jakone bagus apalagi setelah pembaharuan jauh lebih cepat runningnya,bagus:2; lebih:1; cepat:3,jauh:-4,6.0,-4.0,2.0,positif,bagus; cepat,positif
10602,"Kami memohon maaf untuk kendala bapak ibu alami bisa menghubungi call center bank DKI. mohon maaf, menu transfer ke bank lain kapan di update? kita mo ambil di atm ga bisa transfer ke aplikasi dana kadang bisa kadang nggak. Mohon Maaf atas kendala yang bapak ibu alami bisa menghubungi call center. terima kasih kami sedang mengupayakan yang terbaik bagi nasalah bank dki. semoga sehat selalu dan jangan lupa kasoh rating bintag 10 ya bapak ibu.",memohon maaf kendala bapak ibu alami bisa menghubungi call center bank dki mohon maaf menu transfer bank kapan update kita mo ambil atm tidak bisa transfer aplikasi dana kadang bisa kadang tidak mohon maaf atas kendala bapak ibu alami bisa menghubungi call center terima kasih mengupayakan terbaik nasalah bank dki semoga sehat jangan lupa kasoh rating bintag 10 ya bapak ibu,maaf:2; menghubungi:1; mohon:2; maaf:2; dana:4; kadang:3; kadang:3; maaf:2; menghubungi:1; terima:2; kasih:2; terbaik:5; sehat:4; ya:4,alami:-3; ambil:-5; tidak:-5; aplikasi:-4; tidak:-5; mohon:-2; atas:-4; alami:-3; jangan:-3; lupa:-1,37.0,-35.0,2.0,positif,terbaik,positif
10617,"Di apk ini bisa beli pulsa ataupun bayar tagihan, transaksi nya ga ribet",aplikasi bisa beli pulsa ataupun bayar tagihan transaksi nya tidak ribet,beli:2; bayar:1; transaksi:4; ribet:4,aplikasi:-4; pulsa:-3; tidak:-5,11.0,-12.0,-1.0,negatif,ribet,negatif
10620,selama dipakai aplikasi ini sangat lancar dan sangat minim iklan dan mudah dalam pembayaran,selama dipakai aplikasi lancar minim iklan mudah pembayaran,lancar:4; mudah:4,aplikasi:-4; minim:-3,8.0,-7.0,1.0,positif,lancar,positif
10637,"Baru tau ada apliakasi ini dikasih tau teman, bagus aplikasinya, semoga tetap bagus kedepannya . Dan jaya slalu jakone Mobile🥰🥰🥰🥰",tau apliakasi dikasih tau teman bagus aplikasi semoga bagus kedepannya jaya slalu jakone mobile,dikasih:2; bagus:2; bagus:2; jaya:4,tau:-4; tau:-4; aplikasi:-4,10.0,-12.0,-2.0,negatif,bagus,positif
10671,Aplikasinya super lengkap dan Aman. Mantaaaap,aplikasi super lengkap aman mantaaaap,super:3; lengkap:2,aplikasi:-4,5.0,-4.0,1.0,positif,,manual_review
10675,Aplikasi barunya mudah buat digunakan dan dipahami,aplikasi barunya mudah digunakan dipahami,mudah:4,aplikasi:-4,4.0,-4.0,0.0,netral,mudah digunakan,positif
10677,Mantap ini aplikasi jak one mobile bisa memudahkan kita transfer tanpa ribet,mantap aplikasi jak one mobile bisa memudahkan kita transfer ribet,mantap:5; memudahkan:3,aplikasi:-4; ribet:-4,8.0,-8.0,0.0,netral,mantap; memudahkan; ribet,manual_review
10698,"Aplikasi ini sangat membantu,,,tapi habis diperbarui malah ga bisa dibuka lagi,,,knp?????",aplikasi membantu habis diperbarui tidak bisa dibuka knp,membantu:4; habis:3,aplikasi:-4; tidak:-5,7.0,-9.0,-2.0,negatif,sangat membantu,positif
10700,Selalu pake jakone ketika transaksi Karna memudahkan aku untuk bertransaksi. Dan fitur nya beragam. Dan sampai sejauh ini ga ada kendala apapun si. Thankyou jakone.,pakai jakone transaksi memudahkan bertransaksi fitur nya beragam sejauh tidak kendala apapun si thankyou jakone,transaksi:4; memudahkan:3; bertransaksi:3,beragam:-3; tidak:-5,10.0,-8.0,2.0,positif,memudahkan,positif
10729,Aplikasi ini sangat membantu sekali,aplikasi membantu,membantu:4,aplikasi:-4,4.0,-4.0,0.0,netral,sangat membantu; membantu sekali,positif
10733,"Aplikasinya sangat membantu dan fleksibel, tidak ribet dan sistem sangat fast respon pertahankan kualitasnya🙏😁",aplikasi membantu fleksibel tidak ribet sistem fast respon pertahankan kualitasnya,membantu:4; ribet:4; respon:2; pertahankan:1,aplikasi:-4; tidak:-5; sistem:-4,11.0,-13.0,-2.0,negatif,sangat membantu; ribet,manual_review
10734,"Makin mudah bayar listrik kalo pake apk ini,kemarin dh nyobain,cepet loh,jadi g khawatir telat bayar,dan pergi keluar rumah efisien bgt dh nih jadinya..",mudah bayar listrik pakai aplikasi kemarin dh nyobain cepet loh tidak khawatir telat bayar pergi keluar rumah efisien banget dh nih jadinya,mudah:4; bayar:1; cepet:2; bayar:1; pergi:1; rumah:3; efisien:4; banget:1,aplikasi:-4; tidak:-5; khawatir:-1; telat:-5; keluar:-3,17.0,-18.0,-1.0,negatif,,manual_review
10747,"Sayang banget di bulan ini lagi error, nggak bisa transfer ke bank lain dan top up e-walet lain.",sayang banget bulan error tidak bisa transfer bank top up e walet,sayang:3; banget:1; top:5,bulan:-1; error:-5; tidak:-5,9.0,-11.0,-2.0,negatif,error,negatif
10756,"sebenernya niat apa engga sih bkin mbangking ? maksud dan tujuan mbangking kan untuk mempermdah transaksi, lah tapi kenyataannya jakone cm.bisa buat cek saldo saja, g bs tf ke bank lain atau virtual account, kecuali bank dki saja. nyebelin. tolong dong dibenerin. terima kasih",sebenernya niat engga sih bkin mbangking maksud tujuan mbangking mempermdah transaksi kenyataannya jakone cm bisa cek saldo tidak bs transfer bank virtual account kecuali bank dki nyebelin tolong dibenerin terima kasih,sebenernya:1; maksud:3; transaksi:4; saldo:2; tolong:3; terima:2; kasih:2,kenyataannya:-2; cek:-4; tidak:-5; nyebelin:-4,17.0,-15.0,2.0,positif,,manual_review
10759,"Aplikasi yg mempesulit nasabah, seharusnya kalo mau buat aplikasi yg mempermudah nasabah untuk melakukan transaksi bukan nya mempersulit seperti ini...!",aplikasi mempesulit nasabah seharusnya aplikasi mempermudah nasabah melakukan transaksi bukan nya mempersulit,nasabah:4; nasabah:4; transaksi:4,aplikasi:-4; aplikasi:-4; mempermudah:-3; bukan:-3,12.0,-14.0,-2.0,negatif,,manual_review
10761,"Aplikasi mudah di gunakan, Tampilan baru keren saya sangat merekomendasikan ke teman teman",aplikasi mudah gunakan tampilan keren merekomendasikan teman teman,mudah:4; tampilan:1,aplikasi:-4,5.0,-4.0,1.0,positif,aplikasi mudah; keren,positif
10767,Sudah 2 hari tidak bisa Transaksi payah,2 hari tidak bisa transaksi payah,transaksi:4,tidak:-5,4.0,-5.0,-1.0,negatif,tidak bisa transaksi; payah,negatif
10773,"kenapa sih terlalu sering banget gangguan?, tolong dong kepihak aplikator mohon di optimalkan lagi! karna masih banyak apk-apk yang lain.",kenapa sih banget gangguan tolong kepihak aplikator mohon optimalkan aplikasi aplikasi,banget:1; tolong:3; mohon:2,aplikasi:-4; aplikasi:-4,6.0,-8.0,-2.0,negatif,,manual_review
10792,"Mantul bener kunjungan mbak evi ,perbarui apk empos dan jelasin tentang jakone mobile plus jakcard,maju terus Bank DKI",mantul bener kunjungan mbak evi perbarui aplikasi empos jelasin jakone mobile plus jakcard maju bank dki,bener:3; plus:2,aplikasi:-4; empos:-3,5.0,-7.0,-2.0,negatif,,manual_review
10806,"Aplikasi yg oke dan simple, sangat terbantu dengan JakOne Mobile ini",aplikasi oke simple terbantu jakone mobile,oke:2; simple:3,aplikasi:-4,5.0,-4.0,1.0,positif,simple,positif
10817,pas buka aplikasi knp gk da tulisan daftar,pas buka aplikasi knp tidak da tulisan daftar,pas:3; buka:3; daftar:1,aplikasi:-4; tidak:-5,7.0,-9.0,-2.0,negatif,,manual_review
10821,Mau tanya kenapa sekarang ribet ya sudah daftar online tapi disuruh ke bank DKI lagi apakah ada yang tau solusinya buat aktifasinya,kenapa ribet ya daftar online disuruh bank dki apakah tau solusinya aktifasinya,ya:4; daftar:1; solusinya:3,ribet:-4; disuruh:-2; tau:-4,8.0,-10.0,-2.0,negatif,ribet,negatif
10828,saya transfer ke dana uda 48 jam masih proses aja belum juga berhasil.. tolong penjelasannya bank dki.. jangan sampai duit saya tidak balik atau ke transfer ke tujuan,transfer dana uda 48 jam proses belum berhasil tolong penjelasannya bank dki jangan duit tidak balik transfer tujuan,dana:4; proses:1; tolong:3; balik:3,berhasil:-3; jangan:-3; tidak:-5,11.0,-11.0,0.0,netral,,manual_review
10837,"Berulah lagi... Youtube an LANCAR tp login susah, transaksi susah, loading lama, transaksi times out...",berulah youtube an lancar login susah transaksi susah loading transaksi times out,lancar:4; transaksi:4; transaksi:4,berulah:-4; susah:-3; susah:-3,12.0,-10.0,2.0,positif,lancar,positif
10838,Aplikasi mudah di pahami dan sangat bagus,aplikasi mudah pahami bagus,mudah:4; bagus:2,aplikasi:-4,6.0,-4.0,2.0,positif,aplikasi mudah; bagus,positif
10840,"Keren banget nih JakOne mobile, aplikasinya mudah digunakan ditambah lagi fiturnya banyak. Recommended banget deh pokoknya",keren banget nih jakone mobile aplikasi mudah digunakan ditambah fiturnya recommended banget deh pokoknya,banget:1; mudah:4; banget:1,aplikasi:-4; pokoknya:-3,6.0,-7.0,-1.0,negatif,mudah digunakan; aplikasi mudah; keren; recommended,positif
10851,"Aplikasinya bagus banget sangat rekomend banget, selain itu bisa topup ewalet juga, pokoknya mantep banget deh.",aplikasi bagus banget rekomend banget bisa topup ewalet pokoknya mantep banget deh,bagus:2; banget:1; banget:1; banget:1,aplikasi:-4; pokoknya:-3,5.0,-7.0,-2.0,negatif,bagus,positif
10852,transaksi sulit jaringan g masalah tapi koneksi terputus silahkan coba lagi makin gak jelas menuh2in ram hp... ampe qris aja g bisa di pake hadeuhhh susah kalo urusan sama bang lokal...,transaksi sulit jaringan tidak masalah koneksi terputus silahkan coba tidak jelas menuh2in ram hp ampe qris tidak bisa pakai hadeuhhh susah urusan bang lokal,transaksi:4; jaringan:3; masalah:4; koneksi:2; silahkan:3; coba:2,tidak:-5; tidak:-5; jelas:-1; tidak:-5; susah:-3,18.0,-19.0,-1.0,negatif,,manual_review
10854,"Baguss, fiturnya lengkap, bisa buat beli pulsa, beli kuota, pokoknya lengkapp",baguss fiturnya lengkap bisa beli pulsa beli kuota pokoknya lengkapp,lengkap:2; beli:2; beli:2,pulsa:-3; kuota:-2; pokoknya:-3,6.0,-8.0,-2.0,negatif,bagus,positif
10861,"Aplikasi mudah di gunakan, Tampilan baru keren suka banget deh menggunakan aplikasi ini",aplikasi mudah gunakan tampilan keren suka banget deh menggunakan aplikasi,mudah:4; tampilan:1; suka:3; banget:1,aplikasi:-4; aplikasi:-4,9.0,-8.0,1.0,positif,aplikasi mudah; keren,positif
10872,Jak one aplikasinya mudah digunakan bisa mendapatkan benegif di aplikasi mendapat kan reward 600rb saat mendaftar,jak one aplikasi mudah digunakan bisa mendapatkan benegif aplikasi mendapat reward 600rb mendaftar,mudah:4; mendapat:3,aplikasi:-4; aplikasi:-4,7.0,-8.0,-1.0,negatif,mudah digunakan; aplikasi mudah,positif
10888,aplikasi ini sangat bagus dan cocok untuk pemula👍👍,aplikasi bagus cocok pemula,bagus:2; cocok:4,aplikasi:-4,6.0,-4.0,2.0,positif,bagus,positif
10895,"Aplikasinya bagus dan simpel,beda dari yg lain",aplikasi bagus simpel beda,bagus:2; simpel:3,aplikasi:-4; beda:-2,5.0,-6.0,-1.0,negatif,simpel; bagus,positif
10900,"makin gk jelas buat transfer dana sama tf ke bank lain di ilangin biar apa cok,bingung klo ke luar kota klo mau transaksi ,emang aplikasi nya di khususin buat warga jakarta jangan ke luar kota apa gimana sih aneh",tidak jelas transfer dana transfer bank ilangin biar cok bingung klo kota klo transaksi emang aplikasi nya khususin warga jakarta jangan kota gimana sih aneh,dana:4; biar:1; transaksi:4; kota:1; aneh:4,tidak:-5; jelas:-1; kota:-1; aplikasi:-4; jangan:-3,14.0,-14.0,0.0,netral,,manual_review
10901,Mau Tf ke Bank lain ga Bisa.... ini bagaimana ya,transfer bank tidak bisa ya,ya:4,tidak:-5,4.0,-5.0,-1.0,negatif,,manual_review
10903,"Tau aplikasi ini dari video iklan di Sudirman, waktu itu ternyata milik Bank Dki, semakin maju Bank DKI, tampilan nya jadi lebih maju, keren,mantap",tau aplikasi video iklan sudirman ternyata milik bank dki maju bank dki tampilan nya lebih maju keren mantap,milik:1; tampilan:1; lebih:1; mantap:5,tau:-4; aplikasi:-4,8.0,-8.0,0.0,netral,mantap; keren,positif
10928,"Tolong perbaiki Jak one mobile nyaa yaa, nama bank DKI suda jelek karna Jak one mobile, tolong di perbaiki yaa,",tolong perbaiki jak one mobile nyaa yaa nama bank dki suda jelek jak one mobile tolong perbaiki yaa,tolong:3; tolong:3,jelek:-5,6.0,-5.0,1.0,positif,jelek,negatif
