row_index,review_id,review,clean_review,rating,year,split_set,lexicon_score,label_original,label,label_source,refinement_reason,evidence_pattern,confidence_level
11026,7398a3d7-ff18-4165-8eff-fc03f638e5fc,"Aplikasi ini membantu sekali, karena bisa Scan QRIS kalau pengen jajan di luar. Ngk perlu repot-repot bawa uang banyak-banyak lagi deh.",aplikasi membantu bisa scan qris pengen jajan ngk repot repot bawa uang deh,5,2023,train,-6.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,membantu sekali,high
11041,885968f8-b849-41fd-89da-3472f4dd4dee,"Kapan selesainya ini perbaikan, udah beberapa hari gak bisa transaksi mesin EDC DKI, menyulitkan banget orang. Saya sangat dirugikan sekali ini dengan pelayanan yg seperti ini. Gk profesional. 😡🤬",kapan selesainya perbaikan udah beberapa hari tidak bisa transaksi mesin edc dki menyulitkan banget orang dirugikan pelayanan tidak profesional,1,2025,validation,1.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,tidak bisa transaksi,high
11060,2ebef7ab-1ac6-44d9-95a8-197f505791c2,aplikaso yang sangat keren,aplikaso keren,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
11074,79fd617e-13bb-4f70-953d-0018ee4da67d,"woii minn gua mau bikin akun malah stak di foto gimna ini, udh make wifi pdhl udh berkali kali kg bisa payah",woii minn gua bikin akun stak foto gimna make wifi pdhl berkali kg bisa payah,1,2023,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,payah,high
11100,3a717ee5-8475-43eb-aa5e-b0e619101c4b,"Salah satu aplikasi mobile banking terbaik,yang banyak sekali manfaatnya dan bisa kita gunakan dimana saja dan kapan saja.",salah aplikasi mobile banking terbaik manfaatnya bisa kita gunakan dimana kapan,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,terbaik,high
11116,d5b7dfb7-ce7c-43b1-85e9-b9549a7e6760,"Makin kesini makin lemot , mending gausah ada lagi jakone daripada nyusahin doang",kesini lambat mending gausah jakone nyusahin doang,1,2023,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,lemot; lambat,high
11140,6fe97d1d-2dd2-4280-b347-7ee21f49b363,Mantaps,mantaps,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mantap,high
11162,22bcf3f4-ecc1-4dab-9e4c-cb74a286b233,"Setelah di update kenapa malah ga bisa digunakan, percuma donk ada aplikasinya, masa disuruh update ke bank. Apa gunanya ada aplikasi, ini bukannya memudahkan nasabah malah bikin repot!!!! Pantasan retingnya jelek!",setelah update kenapa tidak bisa digunakan percuma donk aplikasi masa disuruh update bank gunanya aplikasi bukannya memudahkan nasabah bikin repot pantasan retingnya jelek,1,2023,train,-17.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
11167,e9282640-38e8-44be-a1ff-d31947e6b76d,Mantap dah pokonya. Sukses trus buat apk ini.,mantap dah pokonya sukses aplikasi,5,2022,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mantap,high
11168,c935a81c-8488-4437-91ce-099876a95b9b,"Mantul.. jakone adalah aplikasi yang sangat gampang digunakan dan tampilan nya selalu baru , dan serta di lengkapi dengan fitur sehingga dapat di gunakan untuk bayar PLN , internet,dan pulsa . Pokonya aplikasi jakone mantul dahh !!",mantul jakone aplikasi gampang digunakan tampilan nya lengkapi fitur sehingga gunakan bayar pln internet pulsa pokonya aplikasi jakone mantul dahh,5,2022,train,-10.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,gampang digunakan,high
11193,b616578a-d550-4836-8cd5-5e18bdf6c051,Keren banget aplikasi ringan mudah digunakan untuk orang awam sekalipun pokoknya the best lah jakone.,keren banget aplikasi ringan mudah digunakan orang awam sekalipun pokoknya the best jakone,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mudah digunakan; keren,high
11206,6e82dc60-8d65-434e-97fc-7343f158646a,"Aplikasi terbaik, sangat gampang di gunakan,rugi kalau tidak di download gays",aplikasi terbaik gampang gunakan rugi tidak download gays,5,2024,train,-5.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,terbaik,high
11217,d25409ba-a115-4afb-926b-83f051fb2e44,kenapa tidak bisa TF dana lgi sia sia daftar ternyata tidak bisa TF dana apk tidak berguna,kenapa tidak bisa transfer dana lgi sia sia daftar ternyata tidak bisa transfer dana aplikasi tidak berguna,1,2025,validation,-25.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
11231,2175e432-d833-49ad-8a67-0f1344db31e7,"Aplikasi ini bagus banget semua fitur-fiturnya mudah dimengerti, dan bisa di pakai buat beli pulsa, bayar tagihan, dll. recommend bgt apk ini🥰",aplikasi bagus banget fitur fiturnya mudah dimengerti bisa pakai beli pulsa bayar tagihan dll recommend banget aplikasi,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
11237,8ea59a50-385e-4a85-a1a1-cdc76d513f00,Ini kenapa tambah update nggak bisa transaksi ?,kenapa tambah update tidak bisa transaksi,1,2023,train,2.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,tidak bisa transaksi,high
11241,6703f487-16df-44bd-b3dd-d469d6ab42b3,Aplikasi ini nyaman digunakan,aplikasi nyaman digunakan,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,nyaman,high
11267,3e2ea315-900c-4b87-a4c4-3cfda24c5b3b,aplikasinya sangat membantu sekalii,aplikasi membantu sekalii,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,sangat membantu; membantu sekali,high
11268,7f81a3ad-2465-4e34-9e9c-9d1124083756,Tidak nyaman karena selalu ada permintaan update,tidak nyaman permintaan update,3,2023,train,-9.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,nyaman,high
11293,edd8e968-a9de-4263-b21f-f147fd2cc398,"Dari lebaran sampai hari ini masih aja error, semua duit gue di bank DKI weeh sedangkan Mbanking kaga bisa dibuka, terus mau ngambil duit pake ATM jg duitnya kaga bisa keluar. Tolong dong di TL ini, masa iyaa kita para nasabah DKI harus nunggu selama ini?",lebaran hari error duit gue bank dki weeh sedangkan mbanking kaga bisa dibuka ngambil duit pakai atm jg duitnya kaga bisa keluar tolong tl masa iyaa kita nasabah dki nunggu selama,1,2025,test,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,error,high
11339,9b857a8f-cab9-48c0-b58e-6fd2ac3492a9,Ini saya mau pindah device verifikasi selalu gagal padahal semua data sudah sesuai tolong follow up nya.,pindah device verifikasi gagal padahal data sesuai tolong follow up nya,3,2023,train,0.0,netral,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,verifikasi gagal,high
11348,777934b2-8331-4506-807b-09eff6cecbc9,"aplikasi mempermudah saya dalam tf, saya suka sekali, praktis apk ini 👍👍",aplikasi mempermudah transfer suka praktis aplikasi,5,2023,train,-4.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,praktis,high
11363,a5769d8d-5960-4047-b421-84c36b022d61,BANK DAERAH TERBURUK YG PERNAH ADA,bank daerah terburuk,1,2025,test,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,buruk,high
11384,9fafe9d4-40b5-42fb-874c-a0bc8fea1418,"setelah ada notif ""transaksi baru bisa digunakan kembali setelah lampu di aplikasi berwarna hijau""... hiih abis maintenance malah ga bisa login. alhasil akun terkunci hadeuh",setelah notif transaksi bisa digunakan setelah lampu aplikasi berwarna hijau hiih abis maintenance tidak bisa login alhasil akun terkunci hadeuh,1,2023,train,0.0,netral,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,tidak bisa login,high
11385,a3db7237-9b56-4b7e-8856-81be73475eb8,"Gilaaa , BiFast gak berguna bgt, transfer ke bank lain gagal dan tidak masuk transferan nya di bank tsb, tapi saldo kesedot sesuai nominal yg ingin di transfer, 7juta+ gimana dong, tolong BiFast di perbaiki ,bila perlu di hapus sja,, malah ngerugiin. Bikin REPOT!!!!!",gilaaa bifast tidak berguna banget transfer bank gagal tidak masuk transferan nya bank tsb saldo kesedot sesuai nominal ingin transfer 7juta gimana tolong bifast perbaiki hapus sja ngerugiin bikin repot,1,2024,validation,-15.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
11412,fb82b7c2-3281-4391-bf7a-8494d4336f45,KEREN JAKONE MOBILE PT.BANK DKI👍👍👍👍🙏,keren jakone mobile pt bank dki,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
11424,fecbad77-734a-4e84-9c84-5793515e7bd6,"aplikasi yang memudahkan penggunanya, fitur fitur nya sangat lengkap, lancar dan tidak lag.",aplikasi memudahkan penggunanya fitur fitur nya lengkap lancar tidak lag,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,lancar; memudahkan,high
11430,170186a9-7cab-4348-a4f7-2f4347253c0c,"Untuk layanan kartu Tri kesulitan untuk login aplikasi padahal kuota dan sinyal bagus, tolong segera diperbaiki !",layanan kartu tri kesulitan login aplikasi padahal kuota sinyal bagus tolong segera diperbaiki,1,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
11467,580c0896-58ac-4566-93e7-54ca47e2c8d1,login sangat sulit,login sulit,1,2025,test,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,sulit login,high
11486,233cac92-dce3-4d03-842c-3bc29667ebdd,fitur-fitur yang ada di aplikasi mbanking ini sangat mudah dipahami. csnya juga responsif banget ketika dihubungi waktu ada problem tentang mbanking.. thanks jakone mobile,fitur fitur aplikasi mbanking mudah dipahami csnya responsif banget dihubungi problem mbanking thanks jakone mobile,5,2023,validation,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,responsif,high
11488,257741cd-594b-43d1-b1bb-665907ecfc12,payah sulit diakses,payah sulit diakses,1,2023,test,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,payah,high
11530,e9294bc4-9d42-48dd-88c3-2b36ac2cbbda,Keren,keren,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
11571,38383e00-6026-40be-b283-8bd5cf4159ba,ganti hape registrasi ulang eror 0404 terussss.. help,ganti hape registrasi ulang error 0404 terussss help,1,2025,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,error; eror,high
11599,cb16dab6-fe6c-4422-bafb-a5b4ba2c571c,Keren nih salah satu aplikasi keuangan yang mudah digunakan dan gak ribet Simpel dan ringan digunakan,keren nih salah aplikasi keuangan mudah digunakan tidak ribet simpel ringan digunakan,5,2023,test,0.0,netral,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
11630,98838720-a7d4-40df-aff7-d9d3ce2d7594,selalu cepat dah pelanannya,cepat dah pelanannya,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,cepat,high
11642,97738d1a-aec7-4012-b591-d10de9a1bc55,apk terGAJELASSSS .gabisa tf ke bank lain ataupun e wallet menyusahkan harus nya dengan adanya jackone bisa memudahkan secara online. ini malah error mulu. nol besar buat bank DKI jackone.,aplikasi tergajelassss tidak bisa transfer bank ataupun e wallet menyusahkan nya jackone bisa memudahkan secara online error mulu nol bank dki jackone,1,2025,test,-8.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
11644,e8ea0a48-8890-425b-9b96-dc84972bcd36,"aplikasinya jempolan keren banget, fiturnya lengkap pula lagi.. bisa bayar segala macam kebutuhan kita jadi ga perlu repot2 lagi keluar rumah... tinggal dri apk ini 👍👍",aplikasi jempolan keren banget fiturnya lengkap bisa bayar kebutuhan kita tidak repot2 keluar rumah tinggal dri aplikasi,5,2022,test,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
11655,f47da714-a702-40fd-9b76-ba6352d474a6,"Aplikasi JakOne, rekomendasi aplikasi terbaik. Aplikasi yang serbaguna yang bisa memudahkan segala transaksi. ditambah sekarang udah bisa menarik tanpa kartu, jadi gak bingung lagi deh",aplikasi jakone rekomendasi aplikasi terbaik aplikasi serbaguna bisa memudahkan transaksi ditambah udah bisa menarik kartu tidak bingung deh,5,2022,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
11656,0661e1d3-11d8-4913-9d58-70b1dd7a96f2,Aplikasi mantap bebas biyaya admin,aplikasi mantap bebas biyaya admin,5,2024,train,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mantap,high
11697,1ad563ee-2b64-4ead-9df7-31e8faec8652,"Aplikasinya bagus, mudah digunakan, fiturnya lengkap, sudah mencakup pembayaran via QRIS, dan tampilannya pun tidak membingungkan .",aplikasi bagus mudah digunakan fiturnya lengkap mencakup pembayaran via qris tampilannya tidak membingungkan,5,2024,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
11714,bb29b396-9943-492f-a112-a357b00cf9b0,Makin kerenn jakone mobilenyàaa 🥰🥰,kerenn jakone mobileny aa,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
11720,044c8f53-077d-4117-9bcf-2c56883963c1,"sangat membantu buat yang sering topup & bayar tagihan ini itu, ga lelet dan fiturnya banyak, tank you...",membantu topup bayar tagihan tidak lelet fiturnya tank you,5,2022,validation,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,sangat membantu,high
11728,f64bfaad-f35b-44f8-800a-4df5b1eaf2bf,"Bagus banget aplikasi JakOne karena mudah pemakaiannya dan gak ribet. Selain itu aplikasi ini serba guna bisa bayar listrik, isi pulsa, dan transfer antar bank. Tampilan dan fitur fiturnya gak susah, mudah dimengerti dan menarik. buat saya aplikasi ini recommended banget dehh buat transaksi!! Pokoknya saya suka pake aplikasi ini dan saya tidak menyesal mendownload dan menggunakannya!!",bagus banget aplikasi jakone mudah pemakaiannya tidak ribet aplikasi serba bisa bayar listrik isi pulsa transfer antar bank tampilan fitur fiturnya tidak susah mudah dimengerti menarik aplikasi recommended banget dehh transaksi pokoknya suka pakai aplikasi tidak menyesal mendownload menggunakannya,5,2022,train,-4.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,recommended,high
11738,82e8731f-e481-48c9-a85e-f3e44abf8e5a,Aplikasi ini sangat membantu dan fitur fitur nya sangat mudah dipahami.semoga aplikasi ini bagus trus agar bisa mempermudah aktivitas,aplikasi membantu fitur fitur nya mudah dipahami semoga aplikasi bagus bisa mempermudah aktivitas,5,2023,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
11766,55611f97-3815-475f-99cf-d386b288b41d,sangat membantu dam memudahan dlm segala hal.. semoga bnyk diskon untuk pembelian pulsa atau token,membantu dam memudahan dlm semoga bnyk diskon pembelian pulsa token,5,2025,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,sangat membantu,high
11773,b0228583-d565-420b-a074-803024990f34,aplikasinya bagus sekali banyak fitur fitur lengkap aplikasi ini sangat membantu saya bangga nemuin aplikasi ini,aplikasi bagus fitur fitur lengkap aplikasi membantu bangga nemuin aplikasi,5,2025,validation,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
11782,1c36d39d-8b70-4b5e-9df9-2edd7f2a7a39,"tampilannya ga ribet, jadi mudahh dipahami sama pengguna baru 🫶🏻",tampilannya tidak ribet mudahh dipahami pengguna,5,2025,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,ribet,high
11796,bd9fc4b1-baa3-45c6-b7f7-df42d74de3a5,"Loginnya mudah, gak berat aplikasinya ... sangat praktis dibandingkan apps bank lain.",login mudah tidak berat aplikasi praktis dibandingkan apps bank,5,2022,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,praktis,high
11801,ce25df40-dd2d-4531-abcb-f1e0177aadb6,"gak berguna, pendaftaran ribet",tidak berguna pendaftaran ribet,1,2025,train,-11.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
11838,0acc4d36-3564-4efb-96d2-090a6a6f5d06,setiap bulan kaga ada nyamannya error Mulu mana pas gajian kan orang pada ngarepin gajian saya mau lapor ke pa menteri pertahanan biar di rudal ini bank,setiap bulan kaga nyamannya error mulu pas gajian orang ngarepin gajian lapor pa menteri pertahanan biar rudal bank,1,2025,train,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,nyaman,high
11865,85c25bb3-b798-430c-898b-6b067d9410d9,sangat membantu apabila mau membayar tidak bawa uang tunai dapat menggunakan QRIS,membantu membayar tidak bawa uang tunai menggunakan qris,5,2023,train,-2.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
11885,4867783f-c8c5-4532-9aba-38bf4a0e8510,"bobrok, aplikasi gak berguna, bank dki hanya nawarin pinjaman selama bertahun tahun, produk gak memudahkan nasabah... tapi malah mempersulit nasabah",bobrok aplikasi tidak berguna bank dki nawarin pinjaman selama bertahun tahun produk tidak memudahkan nasabah mempersulit nasabah,1,2025,train,-16.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
11888,63346117-436f-4025-bd62-88634c65fc56,"Aplikasinya sangat bagus dan serbaguna! bisa beli pulsa, paket data dan tagihan apapun, transaksinya juga gak ribet sama sekali. Banyak juga fitur"" membantu lainnya di apk ini! recommended👍🏻",aplikasi bagus serbaguna bisa beli pulsa paket data tagihan apapun transaksinya tidak ribet fitur membantu lainnya aplikasi recommended,5,2023,train,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,recommended,high
12026,f6203481-90c5-4899-a799-719a32e6ad0b,Aplikasi keren dan sangat membantu,aplikasi keren membantu,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,sangat membantu; keren,high
12046,d1ef177c-a3dd-46e3-b1b9-f241e2bdd3a4,Sangat bagussss,bagussss,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
12063,0ef8cfe4-acef-4cc6-92af-cb19e84388a7,ini kenapa saya gabisa login ya padahal sudah pengajuan untuk membuat mbangking,kenapa tidak bisa login ya padahal pengajuan membuat mbangking,4,2025,train,0.0,netral,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,tidak bisa login,high
12073,7e250c0d-dd16-4827-ad42-08ab74f4b2ec,"Sinyal saya bagus, kenapa gk bisa login. Selalu muncul ""tulisan sesi telah habis"".",sinyal bagus kenapa tidak bisa login muncul tulisan sesi habis,1,2024,train,1.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,tidak bisa login,high
12076,72387e71-da0c-466f-925f-0b95155eef6a,"untuk programmer nya tolong di perbaiki segera,karna sampai saat ini skrg tdk bisa untuk transfer e wallet ataupun menarik uang secara offline di ATM nya...parah bngt programmer nya untuk program nya lama bngt untuk memperbarui perangkat nya",programmer nya tolong perbaiki segera skrg tidak bisa transfer e wallet ataupun menarik uang secara offline atm nya parah bngt programmer nya program nya bngt memperbarui perangkat nya,1,2025,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,parah,high
12095,a0f1eddc-5cf1-4b65-9811-27d7a797ed1d,"Salah satu aplikasi yang memudahkan dalam transaksi perbankan, bisa beli pulsa, bayar tagihan, pokoknya fiturnya keren",salah aplikasi memudahkan transaksi perbankan bisa beli pulsa bayar tagihan pokoknya fiturnya keren,5,2022,validation,-4.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
12102,dbd9efc8-a72e-4996-89fd-fdeea8dc9a60,Gak berguna lemot aplksi apaan kyak gini. Malah sinyal kami yang dibilang masalah dan coba lagi. Sistem yang diatur harus di perbaiki pihak dki nya. Kirain cuma saya ternyata msih banyak yang diluar sana mengalami permasalahan yang sama,tidak berguna lambat aplksi apaan kyak gini sinyal dibilang masalah coba sistem diatur perbaiki pihak dki nya kirain ternyata msih diluar mengalami permasalahan,1,2023,train,-19.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
12103,28f76207-35f7-4062-ab46-180ac1eec1bb,"Ini dia nih, aplikasi yang saya tunggu-tunggu akhirnya sudah ada, JakOne Mobile, aplikasi mobile banking terbaik yg mudah digunakan untuk mempermudah pembayaran dimanapun dan kapanpun, pokoknya recomended banget, buruan pake, jangan sampai ketinggalan...",nih aplikasi tunggu tunggu akhirnya jakone mobile aplikasi mobile banking terbaik mudah digunakan mempermudah pembayaran dimanapun kapanpun pokoknya recomended banget buruan pakai jangan ketinggalan,5,2023,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
12119,33b44875-071c-4559-94e6-cc63ba81501b,Keren,keren,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
12129,883df329-a8cd-4d21-bafb-db136f4cdaa6,mantappppp,mantappppp,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mantap,high
12148,60236638-3523-4179-b500-54a0d73b5264,Mantaps,mantaps,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mantap,high
12152,1c88072f-334d-4837-a05b-cdeed780bd4d,"eror sdh 3 hari tidak bisa transfer ke bank Laen, top up ke dana, gopay , bayar Qris dll",error 3 hari tidak bisa transfer bank laen top up dana gopay bayar qris dll,1,2025,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,error; eror,high
12177,197c388e-d3f7-40ae-920d-b12049530546,"Aplikasi yg sangat menarik karena fiturnya lengkap, dan tidak ribet cara menggunakannya. Sangat ringan pula aplikasinya jdi tak membebani hp.. recomended bgt dech...",aplikasi menarik fiturnya lengkap tidak ribet menggunakannya ringan aplikasi jdi tak membebani hp recomended banget dech,5,2022,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,ribet,high
12187,224c8a61-bfca-4cc9-974c-b474ae89e86a,Aplikasinya sering loading lama setiap kali buka dan bahkan suka error. Bikin naik darah yg ada. Saran saya jangan menggunakan dan menabung di bank ini deh klo sistemnya gak diperbaiki.,aplikasi loading setiap buka bahkan suka error bikin naik darah saran jangan menggunakan menabung bank deh klo sistemnya tidak diperbaiki,1,2025,test,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,error,high
12192,9d3c0152-7243-42ea-a81d-75eb76f25be2,"Aplikasi mantappp. Bisa beli sama bayar lain lain seperti Listrik pulsa Scan Qris,. Mantappp lah pokonya nyaa Rekomendasi bangett si ini aplikasi 👍👍👍",aplikasi mantappp bisa beli bayar listrik pulsa scan qris mantappp pokonya nyaa rekomendasi bangett si aplikasi,5,2022,train,-12.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mantap,high
12207,bb5f2808-5451-4bff-832d-9b060d99912b,"The app is great and easy to use! What an innovative application, very recommended! ????????",the aplikasi is great and easy to use what an innovative application very recommended,5,2022,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,recommended,high
12213,5b022e52-7716-4ec7-935d-df8eb6d4684b,"Aplikasi yang mudah digunakan user friendly dan tidak ada kendala di penggunaan,",aplikasi mudah digunakan user friendly tidak kendala penggunaan,5,2022,train,-4.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
12216,2eafc673-c5b5-479d-a365-9a6c8f4178fc,"Aplikasinya bagus, mempermudah untuk transaksi karena fiturnya banyak,terutama fitur beli pulsa dan kuota itu sangat membantu untuk saya agar tidak usah ke warung",aplikasi bagus mempermudah transaksi fiturnya terutama fitur beli pulsa kuota membantu tidak warung,5,2023,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
12217,148f2907-1e2e-4250-a053-2c22c1a3712d,"Aplikasi nya sangat bagus, Pitur lengkap",aplikasi nya bagus pitur lengkap,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
12218,7f66e744-932b-4199-9421-063b1ecce195,"parahhh udh berbulan² gak bisa pindahin mbanking'a ke hp lain ,udh ke CS Bank DKI,yg ada apa suruh nunggu 1x24jam tp sampai detik ini gk ada yg menghubungi sy dr bank DKI,konfirmasi atas ketidaknyamanan'a ini malah cuek dah gtu bantu membenarkan malah berani bgt liat² hp sy scrol² hp sy,attitude CS'a gk ada,gk respect jdny maless mu ngurusin lg",parahhh berbulan tidak bisa pindahin mbanking a hp cs bank dki suruh nunggu 1x24jam detik tidak menghubungi sy bank dki konfirmasi atas ketidaknyamanan a cuek dah gtu bantu membenarkan berani banget liat hp sy scrol hp sy attitude cs a tidak tidak respect jdny maless mu ngurusin lg,1,2025,train,-4.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,nyaman,high
12241,4fbc680b-bff6-4674-b510-5f2d0e732c9c,"aneh bgt gak bisa transfer antar bank, cuma bisa ke sesama bank DKI aja. introvert lu jadi bank!!! top ovo, gopay aja gak bisa katro banget ini aplikasi.. bikin susah gak memudahkan, yg bikin aplikasi ruwet kayanya pikirannya.",aneh banget tidak bisa transfer antar bank bisa sesama bank dki introvert lu bank top ovo gopay tidak bisa katro banget aplikasi bikin susah tidak memudahkan bikin aplikasi ruwet kayanya pikirannya,1,2025,train,-24.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
12247,ffad7200-bbcf-41e5-a79e-ca1987fd38d1,Mempermudah transaksi trus ga ribet sama sekali,mempermudah transaksi tidak ribet,5,2025,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,ribet,high
12271,edb303f6-2f3d-4547-92a8-d095104ae374,Aplikasi yang memudahkan aku untuk melakukan pembayaran dan juga memberikan fitur untuk mengetahui lokasi ATM terdekat dan lokasi merchant👍,aplikasi memudahkan melakukan pembayaran memberikan fitur mengetahui lokasi atm terdekat lokasi merchant,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,memudahkan,high
12283,9078c53e-25c7-460c-80a6-c3e4f366abaa,Keren,keren,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
12302,732b004e-17d9-43fe-b1dd-aaadf771e850,Setelah ganti device malah loading terus g bisa kebuka ...lemot bgt,setelah ganti device loading tidak bisa kebuka lambat banget,3,2024,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,lemot; lambat,high
