clean_review,label_v1,label_v2,label_v3,skor_v1,skor_v2,skor_v3
aplikasi mantap,positif,positif,positif,1.0,1.0,1.0
aplikasi mudah gunakan aplikasi cepat tampilan keren jakone mobile i love you full,positif,positif,positif,5.0,5.0,3.4
aplikasi mudah digunakan variasi menarik nasabah mudah penggunaannya,positif,positif,positif,12.0,12.0,2.4000000000000004
aplikasi keren fiturnya thebest pokonya,negatif,negatif,positif,-6.0,-6.0,0.4
aplikasi nya bagus mudah gunakan aplikasi cepat fiturnya bikin mudah nasabah transaksi rekomended,positif,positif,positif,13.0,13.0,2.8
ribett loading ganti hp,positif,positif,positif,3.0,3.0,0.6
aplikasi membantu bayar kuliah bayar kir berinovasi ya,positif,positif,positif,7.0,7.0,1.2000000000000002
sy nyoba aplikasi 1 minggu sy kasih bintang 3 layanan hilang layanan pembayaran telepon rumah layanan internet pulsa tidak memakai telepon rumah ya telepon rumah sy aktif ortu tidak bisa pakai hp untung aplikasi belum sy hapus bisa bayar pakai aplikasi tolong admin tambahkan layanan pembayaran telepon rumah,positif,positif,positif,14.0,14.0,1.1999999999999997
wow fitur terbaru keren mudah digunakan bertransaksi proses nya cepat fitur fiturnya transaksi bisa disini,positif,positif,positif,19.0,19.0,2.8000000000000003
salah aplikasi rekomendasi banget nih pembayaran terimakasih,negatif,negatif,positif,-2.0,-2.0,0.3999999999999999
aplikasi mudah gunakan cepat tampilan barunya keren fitur fitur,positif,positif,positif,4.0,4.0,2.4
jakone aplikasi cocok kita tidak ribet keluar rumah beli pulsa bayar tagihan deposit gampang registrasinya mudah transaksi aman terpercaya,positif,positif,positif,11.0,11.0,4.0
membantu mudah digunakan tidak ribet rekomended,positif,positif,positif,7.0,7.0,2.4000000000000004
mantap bang aplikasi nya membantu,positif,positif,positif,5.0,5.0,1.8
jakone mobile tidak pakai ribet bank mudah menyimpan uang,negatif,negatif,netral,-5.0,-5.0,0.0
bisa pembayaran ya menunya variatif jugaa cobain ajaa,positif,positif,positif,4.0,4.0,0.8
aplikasi jakone mobile membantu memudah transaksi fitur menarik,positif,positif,positif,8.0,8.0,1.6
tampilan nya lebih keren aplikasi cepat mudah digunakan fiturnya nasabah mudah melakukan transaksi,positif,positif,positif,17.0,17.0,3.2
aplikasi nya mudah keren terlebih fitur bagus mudah pakai nya rekomendasi banget aplikasi nya,positif,positif,positif,3.0,3.0,3.2
aplikasi mudah gunakan aplikasi cepat tampilan keren fiturnya bikin mudah nasabah transaksi fitur,positif,positif,positif,12.0,12.0,3.2
mencoba aplikasi fiturnya pembayaran nya kumplit mudah,netral,netral,positif,0.0,0.0,0.8
aplikasi mudah gunakan cepat tampilannya keren fitur,positif,positif,positif,3.0,3.0,2.2
aplikasi simple bisa pakai qris mantep deh belanja menjadi serba mudah good,positif,positif,positif,10.0,10.0,2.8
aplikasi bagus tampilannya menarik mudah dipahami udah terdaftar,positif,positif,positif,7.0,7.0,2.4000000000000004
fitur layanan pembayaran pam belum bisa nih,positif,positif,positif,3.0,3.0,0.6
jakone mobile aplikasi mudah gunakan proses cepat tampilan keren fiturnya mudah nasabah bertransaksi top deh,positif,positif,positif,21.0,21.0,4.800000000000001
aplikasi bagus apalagi transaksi lebih mudah sy recomended dah,positif,positif,positif,4.0,4.0,0.7999999999999999
mantap aplikasi bagus,positif,positif,positif,3.0,3.0,1.6
aplikasi mobile banking memiliki tampilan menarik keren layanan cepat keamanan data konsumen dijamin aman,positif,positif,positif,4.0,4.0,3.6
menggunakan aplikasi aplikasi ternyata mudah digunakan aplikasi cepat cairpun cepat melihat tampilan luarbiasa keren fiturnya bikin mudah nasabah transaksi tidak ribet aplikasi pinjam pasti fitur mendukung menarik,positif,positif,positif,16.0,16.0,6.6
aplikasi nya oke,negatif,negatif,positif,-2.0,-2.0,0.6
aplikasi gampang banget dipakai tampilan nya udah update lebih fresh pokoknya sukak banget aplikasi dehh gampangin nasabah,negatif,negatif,positif,-1.0,-1.0,0.8
aplikasi keren banget bagus transaksi tidakbperlu ribet,negatif,negatif,positif,-1.0,-1.0,0.8
user terkunci mulu udah beberapa,positif,positif,negatif,2.0,2.0,-0.2
aplikasi jakone mobile simpel mudah digunakan alat keuangan terpercaya mudah dipahami coba rasakan kemudahan aplikasi memudahkan,positif,positif,positif,11.0,11.0,4.4
udah pakai aplikasi tampilan aplikasi lebih keren lebih lengkap fiturnya menurutku aplikasi mudah banget digunakan cepat setiap transaksi berjalan lancar mudah suka banget pokoknya tampilan,positif,positif,positif,15.0,15.0,4.800000000000001
fiturnya bikin mudah nasabah transaksi banget fiturnya aplikasi beneran gampang banget digunain nya recommended banget pokoknya,positif,positif,positif,15.0,15.0,3.0000000000000004
registrasi mudah buka rekening gampang saldonya pencairan proses cepat,positif,positif,positif,15.0,15.0,2.2
mantap banget nih aplikasi ringan simple mudah digunakan pembayarannya lengkap banget bisa jakone pay deposito online qris pembelian pembayaran lainnya prosesnya cepat mudah pasti aman terpercaya,positif,positif,positif,27.0,27.0,6.999999999999998
zaman now serba online aplikasi mudah gunakan bayar apapun lebih mudah cepat prosesnya apalagi tampilan aplikasi fiturnya mudah nasabah bust transaksi fiturnya,positif,positif,positif,18.0,18.0,3.2
aplikasi jakone mobile aplikasi mudah digunakan simple sederhana memiliki tampilan yangvkeren abis,positif,positif,positif,4.0,4.0,1.8000000000000003
mudah digunakan lancar,positif,positif,positif,8.0,8.0,1.6
aplikasi membantu deposit pembayaran pembelian aplikasi kasi bintang 5 soalnya tidak ribet penggunaannya,negatif,positif,positif,-9.0,-9.0,0.8
senang bertransaksi semuanya gampang,positif,positif,positif,9.0,9.0,1.8
aplikasi membantu kita bertransaksi mudah digunakan maju pembuat aplikasi,positif,positif,positif,3.0,3.0,2.2
aplikasi mudah digunakan kalian wajib coba dah recomend,negatif,positif,negatif,-3.0,-3.0,-0.19999999999999996
mudah pemakaian melakukan pembayaran beli pulsa disini mudah prosesnya mantab recommended aplikasi,positif,positif,positif,3.0,3.0,2.4000000000000004
aplikasi membantu nasabah lebih mudah menggunakan applikasi fitur nya mudah mudah mengerti,positif,positif,positif,19.0,19.0,3.6
aplikasi mudah gunakan transfer deposit ya aman responya cepat,positif,positif,positif,7.0,7.0,2.8000000000000003
tampilan aplikasi keren nih mudah digunakan fitur fitur didalam bermanfaat mempermudah transaksi,positif,positif,positif,7.0,7.0,3.5999999999999996
aplikasi jakone membantu kita memudahkan pembayaran via online fiturnya membantu menggunakan pembayaran via online,positif,positif,positif,7.0,7.0,2.4000000000000004
aplikasi bagus tanpilanya simple mudah dimengerti tidak ribet tidak menunya lengkap good deh,positif,positif,positif,6.0,6.0,4.199999999999999
tampilan lebih mudah fresh ya lebih mudah digunakan interface nya tidak lemott mantap,positif,positif,positif,13.0,13.0,3.6
aplikasi mudah digunakan aplikasi cepat tampilan keren fitur membuat nasabah mudah transaksi,positif,positif,positif,13.0,13.0,3.4000000000000004
fitur oaling suka disini qris memudahkan transaksi,positif,positif,positif,10.0,10.0,1.4
recommended nih aplikasi mudah gunakan prosesnya cepet tidak fiturnya bikin mudah nasabah good,positif,positif,positif,10.0,10.0,3.8
aplikasi mudah digunakan tampilan keren fiturnya pastinya transaksi antiribet,positif,positif,positif,5.0,5.0,1.8
aplikasi bermanfaat memudahkan kita transfer sesama bank proses nya cepat aplikasi reccomended deh transfer,positif,positif,positif,4.0,4.0,2.4
aplikasi mudah digunakan nasabah dipermudah fitur2nya keren simpel,positif,positif,positif,7.0,7.0,2.2
berjalan lancar,positif,positif,positif,4.0,4.0,0.8
aplikasi y mudah gunakan aplikasi y cepat tampilan y n keren n fitur y bikin mudah nasabah b transaksi n msh bnyk gi fitur pokokok y rekomendasi bngt,positif,positif,positif,12.0,12.0,3.2
aplikasi mobile bagus bank dki simple mudah gunakan nasabah mudah melakukan pembayaran apapun fitur menarik tidak berat hp aman rekomendasi,positif,positif,positif,12.0,12.0,4.199999999999999
aplikasi cocok pembayaran tinggal disempurnakan lg,positif,positif,positif,1.0,1.0,0.20000000000000007
aplikasi recommended banget mudah digunakan tidak ribet cepat anti lambat tampilannya menarik tidak gampang bosen fiturnya,negatif,positif,positif,-7.0,-7.0,1.4000000000000001
aplikasi bagus bank dki mudah gunakan fiturnya bagus proses cepat ringan hp pembayaran apapun mudah rekomended,positif,positif,positif,14.0,14.0,3.8
pembayaran pembelian simple jakone mobile semoga maju sukses,positif,positif,positif,6.0,6.0,1.2
aplikasi bagus mudah digunakan fitur menarik membuat nasabah mudah melakukan transaksi user interfacenya kg bagus,positif,positif,positif,21.0,21.0,3.8000000000000003
membantu fiturnya mudah digunakan transaksi fiturnya lengkap bisa bayar keren,positif,positif,positif,15.0,15.0,2.8
aplikasi bermanfaat terima kasih,positif,positif,positif,5.0,5.0,2.0
mantap banget tampilannya bagus bener bener user friendly fitur fitur dihadirkan tambah lengkap semoga depannya fitur fitur nya dikembangkan,positif,positif,positif,19.0,19.0,4.000000000000001
aplikasi,negatif,negatif,netral,-4.0,-4.0,0.0
aplikasi bagus mudah gunakan tampilan barunya keren fiturnya bikin mudah nasabah bertransaksi,positif,positif,positif,14.0,14.0,3.8000000000000003
aplikasi jakone mobile rekomendasi banget fiturnya bikin mudah nasabah transaksi fitur cs nya fast respon enak terimakasih,positif,positif,positif,21.0,21.0,3.0
akusi mulai nyaman pakai aplikasi jakone mobile alhamdulillah transaksi berhasil semoga maju bikin nyaman transaksi yaa pokonya aplikasi recomended deh,positif,positif,positif,15.0,15.0,3.0000000000000004
aplikasi jakone mobile membantu semoga kedepannya lebih,positif,positif,positif,1.0,1.0,0.8
aplikasi tambah keren tampilan cepat mudah dipahami fitur ditambahkan membuat nasabah mudah bertransaksi,positif,positif,positif,19.0,19.0,4.0
melakukan transaksi aplikasi mulai belanja pemasukan skrg belum menemukan kendala apapun semoga kedepannya aplikasi bagus,negatif,negatif,positif,-1.0,-1.0,0.8
udah pakai ternyata aplikasi mudah gunakan cepat tampilannya keren walaupun fitur fiturnya bikin mudah nasabah transaksi loh bagus kok terimakasih jakone,positif,positif,positif,22.0,22.0,4.6
aplikasi bermanfaat terima kasih kk,positif,positif,positif,5.0,5.0,2.0
aplikasi rekomended tolong lebih tingkatkan ya min i like,positif,positif,positif,4.0,4.0,0.8
aplikasi nya kerenn mudah digunakan tidak membingungkan walaupun kurangnya bagus kedepannya bisa lebih,negatif,positif,positif,-2.0,-2.0,1.4
layanan belum beres dilauncing login susah verifikasi gagal aplikasi update jangan bikin aplikasi proses migrasinya ribet,negatif,negatif,negatif,-18.0,-18.0,-1.6
wahh inisihh keren aplikasi mudah gunakan ringan fitur fitur nya maikin bagus sehingga memudahkan nasabah transaksi pokoknya mantabb,positif,positif,positif,12.0,12.0,2.8000000000000003
aplikasi jakone mobile rekomendasi banget pembayaran apapun genggaman aplikasi mudah gunakan aplikasi cepat tidak ribet fiturnya,negatif,negatif,positif,-5.0,-5.0,2.4000000000000004
menurutku tampilan aplikasi lebih fresh keren apalagi fitur fiturnya mempermudah pengguna bertransaksi aplikasi,negatif,negatif,positif,-7.0,-7.0,2.6
transaksi lebih mudah aman rekomendasi aplikasi membutuhkan terima kasih,positif,positif,positif,9.0,9.0,2.4
aplikasi hp kita keren mudah digunakan tidak ribet efektif transaksi mudah pilihan nya mo bayar aj,positif,positif,positif,18.0,18.0,5.2
aplikasi memudahkan kita bertransaksi keuangan digital peningkatan,positif,positif,positif,2.0,2.0,1.4
aplikasi keren tampilanya memudahkan nasabah melakukan transaksi,positif,positif,positif,7.0,7.0,1.6
jakone mobile apliaksi pembayaran bagus amam terpercaya menggunakannya mudah gampang,positif,positif,positif,10.0,10.0,3.0
aplikasi bagus mudah melakukan transaksi,positif,positif,positif,6.0,6.0,1.4
user friendly mudah digunakan segi tampilan lebih fresh gaptek kyaknya diajarkan sebentar faham fitur2 nya mudah difahami keren good job pertahankan,positif,positif,positif,8.0,8.0,3.4000000000000004
puas aplikasi penggunaan aplikasi mudah digunakan mudah dimengerti dipahami aplikasi ringan cepat fiturnya bikin mudah nasabah melakukan transaksi fitur lainnya pokoknya recomended aplikasi deh,positif,positif,positif,10.0,10.0,3.8000000000000003
apklikasi mudah gunakan pemula tampilan keren mempermudah melakukan transaksi keunggulan fitur nya,positif,positif,positif,6.0,6.0,2.6
aplikasi mudah gunakan gampang mengerti aplikasi cepat ribet dang ngelek tampilan keren fitur fitur menarik,positif,positif,positif,6.0,6.0,3.5999999999999996
tampilan nya fresh tingkakan nasabah puas,positif,positif,positif,6.0,6.0,1.0
setelah download aplikasi buka ternyata aplikasi mudah gunakan aplikasi cepat anti lambat fitur fiturnya keren abis ayo segera download aplikasi,positif,positif,positif,1.0,1.0,1.4
aplikasi keren mudah dipahami mudah digunakan loading cepet plus fitur berlimpah memudahkan nasabah,positif,positif,positif,16.0,16.0,4.2
aplikasi jakone mobile recommend banget kita simpan uang investasi jakone mobile aman fast respon banget costumers,negatif,negatif,positif,-3.0,-3.0,0.4
aplikasi membantu transaksi penting s merasa puas pelayanan nya beri 5 bintang rasa terima kasih semoga kedepan nya lebih ketahui orang lebih bermanfaat,positif,positif,positif,22.0,22.0,3.8000000000000003
bagus gampang tidak ribet mantap pokoknya,positif,positif,positif,7.0,7.0,2.6
aplikasi bagus sich transaksi pembiayaan lebih mudah,positif,positif,positif,7.0,7.0,1.4
aplikasi mudah digunakan fiturnya lengkap sehingga membantu nasabah melakukan transaksi online tampilannya keren enak dipandang,positif,positif,positif,19.0,19.0,3.8
aplikasi nya keren fitur lengkap mudah digunakan nasabah lebih terbantuu,positif,positif,positif,7.0,7.0,2.0
aplikasi mudah digunakan tampilannya keren memudahkan nasabah brtransaksi fiturnya best,positif,positif,positif,7.0,7.0,3.2
aplikasi keren transaksinya mudah semoga kedepan nya bisa lebih jakone mobile oke,positif,positif,positif,3.0,3.0,2.2
keren banget aplikasi jakone mobile membantu fiturnya pilihan bayar apapun mudah mudah digunakan gampang banget respon cepat tampilan muka nya udah upgrade lebih keren rekomended benget pokoknya,positif,positif,positif,24.0,24.0,6.3999999999999995
enak sih aplikasi mempermudah pelayanan fitur2nya lengkap byk perbarui bikin nasabah betah meminjam uang aplikasi,positif,positif,positif,3.0,3.0,2.8
tidak bisa login aplikasi stiap akun tidak bisa lanjut tahap berikutnya padahal mengisi data benar,negatif,negatif,negatif,-11.0,-11.0,-3.0
mantap memudahkan transaksi aplikasi mudah gunakan,positif,positif,positif,12.0,12.0,2.6
jakone mobile tampilan keren oke banget fiturnya penggunaannya mudah mempermudah nasabah bertransaksi,positif,positif,positif,12.0,12.0,4.0
tersedia aplikasi jakone mobile mudah gunakan kalian aplikasi sistemnya cepat tampilan keren pastinya cocok banget download instal ponsel kalian fiturnya bikin mudah nasabah transaksi pilihan bisa pilih aplikasi ayo buruan download langsung bisa membuktikannya,positif,positif,positif,28.0,28.0,6.3999999999999995
aplikasi bermanfaat beruntung bisa aplikasi,positif,positif,positif,1.0,1.0,1.8
menurut aq sejauh sih aplikasi bagus berguna banget mudah digunakan gx ribet aq kasih bintang 5,positif,positif,positif,10.0,10.0,1.8
kaliann belum downlooadd buruan deh downloadd aplikasi rekomended bangett gesss pelayanannya bagus cepat gampang gunainnya tampilan barunya simple menarik gituu hahaha ukuran apknya tidak ngelag dihp makasihhh,positif,positif,positif,7.0,7.0,3.8000000000000007
aplikasi mudah gunakan aplikasi cepat mantep sihhh aplikasi,negatif,negatif,positif,-5.0,-5.0,1.4
aplikasi bagus fiturnya mudah transaksi nya cepat,positif,positif,positif,9.0,9.0,2.0
keren banget nih jakone mobile butuh 5 menit bisa buka rekening online fiturnya lengkap model kekinian bisa membuka rekening online bisa deposito online bisa transaksi scan qris menggunakan uang elektronik jakone pay mantap nih rekomended deh,positif,positif,positif,16.0,16.0,2.0
terbantu berkat aplikasi fiturnya mudah digunakan transaksi transfer pembayaran simpel tampilannya menarik,positif,positif,positif,12.0,12.0,2.4000000000000004
aplikasi keren abis tidak nyesel download aplikasi jakone mobile,negatif,negatif,positif,-7.0,-7.0,1.4
tampilan eyecatcing user interface memudahkan nasabah bertransaksi fitur memudahkan menjadi nilai plus,positif,positif,positif,21.0,21.0,3.8000000000000003
aplikasi tampilan mudah digunakan tidak hambatan melakukan transaksi,netral,positif,positif,0.0,0.0,1.0
aplikasi mantap cepat bagus tampilan mudah dipahami fitur fitur nya terimakasih jakone mobile,positif,positif,positif,16.0,16.0,4.2
aplikasi jakone mobile mudah gunakan aplikasi lebih cepat tampilan keren setelah diupdate fitur memudahkan transaksi nasabah,positif,positif,positif,12.0,12.0,3.2
ui nya very user friendly tampilannya keren operationnya smooth lancar banget pendaftarannya mudah fasilitas buka rekening deposito fitur transaksi pembelian pembayaran online lainnya lengkap proses transaksi mudah aman cepat program promo reward setiap transaksinya menarik menguntungkan support customer servicenya oke fast respon nice aplikasi mobile banking bagus bermanfaat sukses jakone mobile,positif,positif,positif,64.0,64.0,11.399999999999999
bagus aplikasi mudah gunakan fiturnya memudakan nasaba dlm bertransaksi aplikasi cepat tampilan keren,positif,positif,positif,5.0,5.0,3.6000000000000005
aplikasi mudah digunakan cepat tampilan lebih keren fiturnya bikin mudah nasabah bertransaksi aplikasi rekomendasi,positif,positif,positif,12.0,12.0,3.8000000000000003
tampilan keren fiturnya bikin mudah nasabah transaksi fitur,positif,positif,positif,13.0,13.0,1.8
wih keren akses jakone mobile cepat ringan suka aplikasi mudah gunakan simpel praktis penggunaan nya top banget deh,positif,positif,positif,24.0,24.0,5.800000000000001
kenapa yaa pas klik pendidikan tidak bisa klik tolong diperbaiki aplikasi,negatif,negatif,netral,-3.0,-3.0,0.0
login,netral,netral,netral,0.0,0.0,0.0
aplikasi mudah gunakan cepat tampilannya keren byk fitur sehingga permudah nasabah,positif,positif,positif,7.0,7.0,2.2
aplikasi mudah gunakan cepat tampilannya keren bikin mudah nasabah bertransaksi,positif,positif,positif,14.0,14.0,3.6
jakone mobile aplikasi mudah gunakan cepat tampilan pokoknya keren deh recommended banget fiturnya bikin mudah nasabah transaksi fitur,positif,positif,positif,14.0,14.0,3.5999999999999996
aplikasi mudah banget gunakan aplikasi nya cepat tampilan keren fiturnya bikin mudah nasabah bertransaksi fiturnya lainnya berguna banget,positif,positif,positif,18.0,18.0,5.000000000000001
jakone aplikasi terbaik top up pulsa data pembayaran,netral,positif,positif,0.0,0.0,2.0
lengkap banget aplikasi beda,negatif,negatif,positif,-3.0,-3.0,0.4
terimakasih aplikasi membantu banget,positif,positif,positif,6.0,6.0,2.0
aplikasi keren fiturnya mudah digunakan cepat pembayaran apapun oke semoga lebih berkembang lebih,positif,positif,positif,7.0,7.0,2.8000000000000003
bagus banget aplikasi aplikasi mudah cepat tampilan barunya keren fiturnya mudah digunakan fiturnya,positif,positif,positif,7.0,7.0,4.0
biasanya bulan bayar pam palyja jakone mobile disini tidak bisa klik pembayaran pam palyja mohon support bisa menggunakan fasilitas tsb,positif,positif,negatif,3.0,3.0,-0.6
tampilan aplikasi keren aplikasi mudah gunakan fiturnya mudah nasabah bertransaksi,positif,positif,positif,8.0,8.0,3.2
aplikasi mudah gunakan proses cepat tampilan lebih keren fiturnya mempermudah transaksi nasabah lengkap recommended pokoknya,positif,positif,positif,10.0,10.0,3.8000000000000003
aplikasi cepat ndak lelet tampilan menunya mudah dipahami nasabah bisa mudah bertransaksi,positif,positif,positif,12.0,12.0,2.4
tampilan aplikasi keren aplikasi mudah digunakan fiturnya lengkap membantu nasabah,positif,positif,positif,7.0,7.0,3.0
tampilannya lebih mudah digunakan cepat,positif,positif,positif,8.0,8.0,1.4
aplikasi jakone mobile mudah gunakan aplikasi gesit tidak lambat tampilan nya keren fiturnya mudah gunakan nasabah mantap deh pokonya,positif,positif,positif,2.0,2.0,3.8000000000000003
aplikasi mudah penggunaannya cepat proses transaksi nya tampilan terbarunya keren ditambah bnyak fitur fitur yga memberikan kemudahan nasabahnya bertransaksi,positif,positif,positif,15.0,15.0,3.6
aplikasi nya cepat mudah digunakan tersedia fitur fitur memudahkan nasabah bertransaksi,positif,positif,positif,17.0,17.0,3.6
tampilannya lebih fresh nyaman digunakan cepat tidak lola fiturnya transaksi apapun lebih mudah efisien,positif,positif,positif,14.0,14.0,3.0
aplikasi mantap registrasi mudah 5 menit melakukan pembukaan rekening secara online kalian bisa langsung deposit online transaksi apapu bisa lebih muda,positif,positif,positif,11.0,11.0,2.0
tidak bisa login tidak bisa daftar hadeehh bukannya maju berkembang parah lebih bagus sebelumnya vendor skrang kurang bagus kayanya,negatif,negatif,negatif,-21.0,-21.0,-3.6
aplikasi mudah gunakan tampilan keren fiturnya bikin mudah nasabah transaksi mudah proses cepat,positif,positif,positif,21.0,21.0,4.0
aplikasi bermanfaaat mudah gunakan rekomendasi banget,positif,positif,positif,1.0,1.0,1.0
yeyy akhirnya nemu aplikasi mobile banking keren banget tampilan nya fiturnya bikin mudah nasabah transaksi fitur mudah dah keren,positif,positif,positif,9.0,9.0,3.0
menurut aplikasi fiturnya bikin mudah nasabah transaksi fitur menarik lainnya tak bisa disebutkan,positif,positif,positif,16.0,16.0,1.6
wahhh tampilan bikin nyaman nsabah fitur qris nya memudahkn bertransaksi,positif,positif,positif,8.0,8.0,1.6
kenapa tidak bisa download aplikasi nya yah,negatif,negatif,negatif,-9.0,-9.0,-0.6
rekomendasi belum nyoba aplikasi mudah digunakan dipahami tampilan memudahkan nasabah trimakasih ka mantap,positif,positif,positif,17.0,17.0,3.6
aplikasi mudah digunakan bermanfaat berhasil mendaftar aplikasi menurut memuaskan transaksi pembayaran ingin kita lakukan praktis bisa dilakukan dimanapun kapanpun kita berada,positif,positif,positif,25.0,25.0,5.0
aplikasi bagus mudah digunakan fiturnya lengkap,positif,positif,positif,4.0,4.0,1.7999999999999998
aplikasi cepat tampilan keren,netral,positif,positif,0.0,0.0,1.6
kita punya 2 rekening kenapa menu transfer 1 rekening terbaca rekening lainnya tidak terbaca,negatif,negatif,netral,-2.0,-2.0,0.0
tidak bisa daftar pertama no rekening dki pakai alamat email sesuai tidak bisa pakai alamat email pertama daftar,negatif,negatif,negatif,-5.0,-5.0,-0.6
aplikasi rekening utama tidak bisa masuk bisanya pakai rekening tampilannya tidak sebagus payah,negatif,negatif,negatif,-17.0,-17.0,-0.6
susah aktivasi,negatif,negatif,negatif,-1.0,-1.0,-0.6
terima kasih,positif,positif,positif,4.0,4.0,1.0
mantap,positif,positif,positif,5.0,5.0,1.0
kasih 3 bintang aplikasi menu pembayaran air pam bpjs fitur belum bs gunakan klik tidak kebuka mohon upgrad nasabah lebih nyaman gampang trims,positif,positif,positif,11.0,11.0,2.2
agak ribet ya tidak sesimple jak one mobile tampilannya kurang menarik tidak kaya tambahin fitur tidak bisa,negatif,negatif,negatif,-24.0,-24.0,-1.4
mantap aplikasi lebih mudah cepat oke selamat jakone,positif,positif,positif,16.0,16.0,4.0
hp ku tampilan blank putih sedangkan aplikasi m banking normal,negatif,negatif,negatif,-6.0,-6.0,-0.6000000000000001
kasih bintang 2 tidak bisa liat mutasi transfer kerekening tujuan berbeda bisa klik scrensot bukti transfernya lupa tidak scrensot langsung pas liat dimutasi tidak bisa diklik liat nominal klo bisa diklik mutasi trnasfernya tidak tolong perbaiki secepatnya,negatif,negatif,negatif,-12.0,-12.0,-0.19999999999999996
aplikasi diperbaharui ribet biometriknya dipencet keluar aplikasi mendingan,negatif,negatif,negatif,-18.0,-18.0,-2.0
memudahkan kita menyimpan uang transfer,positif,positif,positif,3.0,3.0,0.8
download aplikasi tidak bisa bikin user id bank dki cs tidak mengerti tolong share pengguna baguskan semuanya tidak mempersulit pengguna,negatif,negatif,negatif,-19.0,-19.0,-1.2
mendownload aplikasi jack one terbaru tidak bisa menerima kode otp sebelumnya mengganti kartu hp pra bayar pasca bayar,negatif,negatif,netral,-3.0,-3.0,0.0
info mutasi rekening tidak update takut masak info mutasi uang masuk temen transfer tidak padahal saldo nambah info mutasi terhenti tgl 20 08 sedangkan setelah transaksi keluar transaksi saldo masuk mending seriusan untung belum uninstall tolong perbaiki secepatnya ya bank dki,negatif,negatif,negatif,-1.0,-1.0,-2.5999999999999996
gagal,negatif,negatif,negatif,-4.0,-4.0,-0.8
mempermudah nasabah,positif,positif,positif,1.0,1.0,0.8
tingkatkan,netral,netral,netral,0.0,0.0,0.0
kenapa masuk nya susah banget gagal verivikasi data,negatif,negatif,negatif,-12.0,-12.0,-1.6
pilihan tidak bisa scrool kebawah terutama layar hp tidak panjang layar tidak bisa landscape kukira solusi,negatif,negatif,positif,-5.0,-5.0,0.8000000000000002
bayar kuliah knp aplikasi pendidikan tidak,negatif,negatif,negatif,-7.0,-7.0,-0.4
ribeeeeet user id nya susah ingat melihat user id lupa tulisannya user id terkunciii,positif,positif,negatif,3.0,3.0,-1.2
ukuran gambar hp layar ngk bisa aplikasi pilih ya tidak lyr hp sy ngk muat pencet tidak tombolnya ngk keliatan geres ngk bisa,negatif,negatif,negatif,-10.0,-10.0,-0.19999999999999996
berusaha menjadi kesulitan cs kantor terdekat membantu terimakasih,positif,positif,positif,8.0,8.0,1.4
download masa data tidak ditemukan padahal no ktp sesuai no rek sesuai harusnya gimana lupa password lupa user id ttep tidak d temukan daftar blom punya user id jg tidak bisa gimana,negatif,negatif,negatif,-6.0,-6.0,-0.6
sistem identivikasi wajah nya tidak jelas,negatif,negatif,negatif,-10.0,-10.0,-1.4
mudah,positif,positif,positif,4.0,4.0,0.8
kenapa verifikasi gagal mulu ya,positif,negatif,negatif,2.0,2.0,-0.19999999999999996
bintang 4 dl aplikasi belum aplikasi sebelumnya tidak jak one pay dll,negatif,negatif,netral,-5.0,-5.0,0.0
nih kode otp tidak dilirimin padahal pulsa 5k,negatif,negatif,netral,-11.0,-11.0,0.0
ko tidak bisa longin sih mohon arahannya hp habis restart pas masukin id no hp tidak bisa bisa mohon infonya,netral,netral,netral,0.0,0.0,0.0
nice,positif,positif,positif,4.0,4.0,0.8
ko user terkunci gimana buka nya,positif,positif,netral,3.0,3.0,0.0
no rekomended syekali aplikasi beta nye,negatif,negatif,negatif,-7.0,-7.0,-0.6
pembayaran pendidikan pkp belum yaaa mba mas admin,netral,netral,netral,0.0,0.0,0.0
daftar tidak bisa no hp terdaftar lupa password user tidak ditemukan au ah,negatif,negatif,negatif,-7.0,-7.0,-1.0
payah nih aplikasi bug diloncing aktifasi gagal mulu,negatif,negatif,negatif,-6.0,-6.0,-1.5999999999999999
ok kembangkan,positif,positif,positif,4.0,4.0,0.8
daftar 8x gagal udah minta kode kena otp kena 800rp minta ok klu berhasil gagal,negatif,negatif,negatif,-5.0,-5.0,-2.6000000000000005
butut,negatif,negatif,negatif,-5.0,-5.0,-1.0
dicoba dlu liat,positif,positif,positif,4.0,4.0,0.8
caranya membayar pdam indihome pembayaran lainnya krna aplikasi belum,negatif,negatif,negatif,-7.0,-7.0,-0.6
udah berkali berhari hari gagal verifikasi emang dikira otp gratis bayar tau pakai pulsa berkali pulsa hilang hasil,negatif,negatif,negatif,-6.0,-6.0,-1.6
agak ribet ya ka soalnya punya user id pasword sedangkan pin,positif,positif,negatif,2.0,2.0,-0.2
rubah nomer telfon terdaftar jakone apakah bsa aplikasi via telfon,negatif,negatif,positif,-3.0,-3.0,0.2
bagusan alpikasi yng sekang kurang nya,negatif,negatif,positif,-1.0,-1.0,0.4
kenapa bank dki kga bi fast transfer bank 2500,netral,netral,netral,0.0,0.0,0.0
ajaib,netral,netral,netral,0.0,0.0,0.0
tingkatkan menu pelayanannya,netral,netral,netral,0.0,0.0,0.0
gagal verifikasi data 5002 padahal email tercantum aplikasi gimana ya,negatif,negatif,netral,-7.0,-7.0,0.0
setelah pembaruan fitur tarik tunai android poco f1 tidak bisa gunakan,positif,positif,positif,4.0,4.0,1.2000000000000002
