userName,tanggal,tahun,rating,ulasan,thumbsUp,versiApp,balasanBank,tanggalBalasan,reviewId
zulfatunasuroh -,2024-06-22,2024,4,"Sekalinya gagal, langsung ke blokir jadi ga bisa apa"" selain liat saldo doang.",0,2.12.0,"Silahkan klik menu lupa password/ lupa user ID dan masukkan data yang sesuai. Terima Kasih.
",2024-06-24 06:41:30,9c091b6e-5e3b-47d6-b890-be63eb332842
yandi,2024-06-22,2024,1,Data sudah terdaftar jakone mobile 5003 terus stak disitu mau log in pertama kali,0,,Mohon maaf atas ketidaknyamanan Anda. Untuk Kendala Yang Bapak / Ibu alami kami bisa menghubungi layanan call center Bank Jakarta 1500-351 untuk pengecekan data lebih lanjut. Terimakasih.,2025-08-04 09:28:41,49c8c290-6ae2-43b0-893f-8635e5318f57
Mevira W. Ratri,2024-06-22,2024,3,Knp cuma jakone aja klo mau nambah saldo e money (jakcard) bermasalah,0,2.12.0,"Silahkan lakukan update saldo JakCard Anda dengan menempatkan kartu JakCard Anda di bagian smartphone Anda dimana NFC berada. Mohon dapat dicoba kembali. Terima Kasih.
",2024-06-24 06:41:54,d4d61585-5bff-4bd6-b122-a751c5e37ae2
Robby Firmansyah,2024-06-22,2024,5,"Jakone sangat bagus, daftar nya juga tidak ribet 👍🏻👍🏻👍🏻",0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-24 06:39:23,01ff5341-7b01-4d0a-bbb7-55b03793db54
AHMAD_ KOHARI,2024-06-23,2024,5,👍,0,2.12.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2024-06-24 06:19:34,bbf78ee0-f8ec-41ca-88de-fafaf65d958d
Andri Suhendra,2024-06-23,2024,5,Best,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-24 06:18:41,3eb14a48-9936-4a7c-a47d-9819924dc94e
Ahmad Fikri,2024-06-23,2024,1,"Server buruk, buka jackone mobile bisa sampai 1/2 jam baru kebuka",0,2.12.0,"Mohon maaf atas ketidaknyamanan Anda, mohon dicoba kembali. Terima Kasih
",2024-06-24 06:18:27,e3c5a944-7bf7-4e23-9334-d5ee303eb452
GENZO COBRA,2024-06-23,2024,5,Ok bgt,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-24 06:17:27,cf8f64b2-b2e8-4c13-b305-79ae7e575c81
Rudi Sinurat,2024-06-23,2024,5,Tingkatkan kualitas terbaik untuk semua,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-24 06:17:15,1e944346-f503-4e19-8906-03907e151c4f
Rintani R.H,2024-06-23,2024,1,"Ini tiap mau scan wajah gak bisa bisa , males banget kalo bukan karena jackprauner , hedeeeehhh",0,2.12.0,"Mohon maaf atas ketidaknyaman Anda. Pastikan data yang Anda masukkan sesuai dengan KTP dan pastikan mengikuti instruksi verifikasi wajah. Jika masih mengalami kendala silahkan hubungi call center Bank DKI di 1500-351. Terima Kasih
",2024-06-24 06:16:39,68924c66-f7ce-45d0-8edd-1d817f45b8af
Suharti Wonogiri,2024-06-24,2024,4,"Setiap ganti hp dan ingin menginstal jakone mobile di hp baru padahal nomor sama identitas sama, tetapi susah sekali bahkan diblokir. Sudah klik lupa user id/pasword, tetapi user terkunci",0,2.12.0,"Silahkan klik menu lupa password/ lupa user ID dan masukkan data yang sesuai. Terima Kasih.
",2024-06-24 06:18:05,3f52c36f-fc27-47cd-a0c1-c8bef0f8e39f
Tarso Rusmana,2024-06-24,2024,5,Aplikasi ini sangat membantu saya dalam bertransaksi transfer uang dan bayar tagihan jadi mudah,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-26 07:52:02,c4e9c649-d546-4c85-926e-704756cdea38
AMELIA FRIENDANI,2024-06-24,2024,5,Aplikasi m-banking yang lengkap dan bagus tampilannya,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-26 07:52:05,7b3fb92d-7559-4331-a2a7-42c21800d2c1
Silvi Sakinah,2024-06-24,2024,5,daftar satsettt,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-26 07:52:06,47f07542-0bdb-4722-bb94-6a319dbcef93
adi min,2024-06-24,2024,5,"Ok aplikasinya,mudah digunakan,banyak fiturnya",0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-26 07:54:37,c20a8a51-1e3d-4b89-a0f9-9f52bd7c3cd3
rizki wijaya,2024-06-24,2024,1,"ini knp ya pas mau buka, kaga masuk masuk?",0,2.12.0,"Mohon maaf atas ketidaknyamanan Anda, mohon dicoba kembali. Terima Kasih
",2024-06-26 07:54:56,b7545faa-e72b-4222-b9fb-2c67733ae4a5
Syafiah Az Zahra,2024-06-24,2024,2,"Ga jelas, otpnya ga muncul""",0,,"Pastikan nomor HP yang Anda daftarkan sesuai dengan data Bank, mohon pastikan Anda memiliki cukup pulsa untuk SMS kode OTP dan apabila Anda menggunakan layanan pascabayar, layanan SMS premium telah diaktifkan. Terima Kasih.
",2024-06-26 07:54:22,e9d59615-ebe7-4688-a702-7ca62f16611b
Syahrul Alfi Ramdani,2024-06-24,2024,5,Hallo kk Kok saya mau registrasi ga dikirim kirim Kode OTP nya tolong bantu🙏,0,2.12.0,"Pastikan nomor HP yang Anda daftarkan sesuai dengan data Bank, mohon pastikan Anda memiliki cukup pulsa untuk SMS kode OTP dan apabila Anda menggunakan layanan pascabayar, layanan SMS premium telah diaktifkan. Terima Kasih.
",2024-06-24 06:15:25,faffe3ff-ce02-408f-9949-246560633ef1
Daya HD,2024-06-24,2024,5,Aplikasi Cepat Di Acc,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-26 07:55:08,a1e458cb-db3a-4871-b6fe-4b7a1ad7a108
TYR. TV,2024-06-24,2024,5,good,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-24 06:15:38,3f288c0f-83ed-4c83-9323-af24ab6b4329
raihal fadjri,2024-06-24,2024,5,Segalanya mudah dng Jak One Mobil,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-24 06:15:44,1b101a49-1de8-4a1f-9c08-1f587ea65a5d
Angga Bani,2024-06-24,2024,5,"Mantap aplikasinya, semoga makin bagus kedepannya",0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-24 06:15:45,1e4b7247-685b-46b7-ab24-524da6508898
Yuli Ana,2024-06-24,2024,2,Knp jakone mobile saya ga bisa d buka,0,2.12.0,"Mohon maaf atas ketidaknyamanan Anda, mohon dicoba kembali. Terima Kasih
",2024-06-24 06:16:04,56d1ac8d-5e42-4290-9d5a-14ad7f96f015
tasory babang,2024-06-24,2024,5,Bagus,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-26 07:55:05,dbdc1a57-dab0-4a00-88bf-0f248cc8ceb0
hoki nih,2024-06-25,2024,5,bagus,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-26 07:47:05,a381e0f5-4206-4bf2-85f5-fb4621b09958
rizna maulana,2024-06-25,2024,5,Aplikasi yang bagus,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-26 07:47:06,5c0754fb-2d6b-4c8d-b283-963254f2eb75
Ris Juni,2024-06-25,2024,5,Saya sudah daftar dan saya tiba tiba gak bisa masuk user terkunci dan ada notif kok saya ada pinjaman bank tolong dimana ya cara saya bisa gunakan lagi dan bertanya apakah saya benar ada hutang seperti info dari Imel saya tolong penjelasannya,0,,"Silahkan klik menu lupa password/ lupa user ID dan masukkan data yang sesuai. Terima Kasih.
",2024-06-26 07:47:38,5e544777-57a1-4457-876a-2da0123bcae6
Good Boy,2024-06-25,2024,5,"Aplikasinya simple dan mudah digunain,rekomend buat yg gak mau ribet",0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-26 07:47:42,06b47d17-caf3-4ae4-8295-0571ed256e35
Heru Priyo,2024-06-25,2024,5,Interest to download! Bs transfer antar bank & ewallet dgn mudah! Worth it,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-26 07:47:46,b2113dda-604f-42a6-8d0a-b29a7565a27b
ADE SAMROTUL FIKRIYAH,2024-06-25,2024,5,Ini kenapa yaa jakone asal di buka sllu loading lama pdhl kuota banyak bgt.,0,2.12.0,"Mohon maaf atas ketidaknyamanan Anda, mohon dicoba kembali. Terima Kasih

",2024-06-26 07:48:04,dc9a435e-c924-429b-b53b-1a2fa2cf1e7d
Hiro Sandiawan,2024-06-25,2024,5,"Pendaftaran sangat mudah, aplikasi terpercaya dan mudah digunakan👍🏻👍🏻👍🏻 terimakasih JAKONE MOBILE",0,2.12.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2024-06-26 07:48:09,fe3cb862-64de-462a-8d87-afb3276aa14b
Sheva Rusdiana,2024-06-25,2024,2,"Server suka error yaa? mau tf suka ga bisa, kartu debit juga suka error ga bisa buat bayar (padahal cuma ke indomaret)",1,2.12.0,"Mohon Maaf atas Ketidaknyamanan Anda. Untuk mengatasi kendala yang Anda alami, kami menyarankan Anda untuk reset HP Anda, tunggu beberapa detik kemudian nyalakan kembali. Jika masih ada kendala silahkan hubungi silakan hubungi layanan whatsapp Bank DKI 08190-1500351 untuk layanan pengaduan nasabah. Terima Kasih.
",2024-06-26 07:49:24,9be4f653-afc2-4fec-b9ad-38bbfebdd3cb
Kevin Aulia,2024-06-25,2024,1,kenapa jakone mobile beberapa hari ini gak bisa dibuka,0,2.12.0,"Mohon maaf atas ketidaknyamanan Anda, mohon dicoba kembali. Terima Kasih
",2024-06-26 07:49:36,dbb2a1cb-3af0-436e-9728-a8f229c4b421
Naufal Vidi E,2024-06-25,2024,5,Aplikasinya bagus dan mudah dipahami,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-26 07:50:01,c687cd30-6149-4420-8a12-1694163caf17
Adi Priyatna,2024-06-25,2024,5,mantap aplikasinya sangat membantu,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-26 07:50:01,d8ccc0b7-458c-4f43-b2ed-d6c5b8bb1e95
Arist Laia,2024-06-25,2024,1,Saya top up jakone pay dari rekening sendiri kepending sueee,0,2.12.0,"Mohon maaf atas ketidaknyamanan Anda, silahkan kunjungi kantor layanan Bank DKI terdekat atau hubungi call center Bank DKI di nomor 1500-351 agar dapat kami tindaklanjuti. Terima Kasih.
",2024-06-26 07:50:18,1a06dc72-3ecf-4385-8bb3-6479216c1890
Irwanto Nabil,2024-06-25,2024,1,"Aplikasi ngga jelas, data udah bener di bilang ""data tidak di temukan"" ....",0,,"Mohon maaf atas ketidaknyamanan Anda. Untuk Kendala Yang Bapak / Ibu alami bisa menghubungi layanan call center 1500-351 atau layanan whatsapp Bank DKI 08190-1500351 untuk layanan pengaduan nasabah. Terima Kasih.
",2024-06-26 07:50:32,958a85a1-6318-44e5-abbc-5d3c962cb9f6
Untung Siswoyo,2024-06-25,2024,1,Habis di perbarui malah ga bisa ke buka. Halo admin gmna nih. Sy pengguna lama loh. Tolong dong gmna ini solusinya pasword sudah bener email sudah bener. Malah di suruh datang k kantor cabang terdekat. Kacau lah,0,,"Mohon Maaf atas Ketidaknyamanan Anda. Untuk mengatasi kendala yang Anda alami, kami menyarankan Anda untuk reset HP Anda, tunggu beberapa detik kemudian nyalakan kembali. Jika masih ada kendala silahkan hubungi layanan whatsapp Bank DKI 08190-1500351 untuk layanan pengaduan nasabah. Terima Kasih.
",2024-06-26 07:51:41,d572c30c-009e-4a45-a4cc-85ba227d8e3f
Septianapermata Noor,2024-06-25,2024,3,"Ini kenapa susah banget si buka aplikasinya, masa ktanya internetnya ga stabil tpi sya udh buka yt buka Ig buka tiktok smua lancar bahkan buka aplikasi bank lain aman aja, cma jakone ini yg susah. Knpa ya 🙏",4,2.12.0,"Mohon maaf atas ketidaknyamanan Anda, mohon dicoba kembali. Terima Kasih",2024-06-26 07:48:20,7306d6cb-ba42-4507-92c7-7114162de675
Reza Ikfanurrahim,2024-06-26,2024,5,Tertarik sama jakone karena kecepatannya dan keamanannya,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-27 04:17:01,d84a5476-b90e-41b0-8eeb-09684c97d833
Rizal Arya r.a,2024-06-26,2024,5,Aplikasi ini bagus bangett,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-27 04:16:59,57fcbef0-5f37-4afc-b44f-9ac8a8fb6711
Egi Eza,2024-06-26,2024,5,Bagus,0,2.12.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2024-06-26 08:48:30,1e69e600-8e69-46d0-862e-5582e18f0525
A. Rasel,2024-06-26,2024,1,Sering gangguan saat di gunakan😔 terutama di pagi hari,0,2.12.0,"Mohon maaf atas ketidaknyamanan Anda, mohon dicoba kembali. Terima Kasih
",2024-06-26 07:46:58,4ad7c8d4-d330-4a2f-b28b-f7627626bad2
QITFIRUL AZIZ,2024-06-26,2024,1,"Kok ga bisa bikin akun yaa, pdhl no. Rekening udh bener tpi kenapa tulisan data anda tidak sesuai....",0,2.12.0,"Hallo Bapak , untuk informasi dan tindaklanjut kendala tersebut dapat mengunjungi Customer Service Bank DKI atau menghubungi Call Center Bank DKI di nomor 1500-351. Terima Kasih.
",2024-06-26 07:37:06,63a9f980-402e-4a47-95cf-16a553c4fd3c
Raihan S,2024-06-26,2024,5,Keren banget apk nya membantu,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-06-26 07:37:14,0539be64-7e99-412e-a5dd-207a39faa115
Sayyid Fadil,2024-06-26,2024,1,Hadeh parah bgt diapknya tolong benerin lagi dong. Mbanking dibuat untuk mempermudah bukan mempersulit,0,2.12.0,"Mohon maaf atas ketidaknyamanan Anda, mohon untuk dapat menginformasikan secara detail kendala maupun respon yang Bapak/Ibu alami ke call center Bank DKI di 1500-351 atau ke kantor layanan kami terdekat agar dapat kami tindaklanjuti. Terima Kasih.
",2024-06-26 07:37:29,cd8f1592-53e8-4d2e-8f43-d6eb7dfee40a
Ryan Ahmad,2024-06-26,2024,5,Bagus,0,2.12.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2024-06-26 08:48:32,c46988c4-22f5-4367-b705-970464fcf943
Raisya azzahra,2024-06-27,2024,2,"ini gimana ya Mbangkingnya kadang bisa kadang engga, saya mau bayar kuliah aja susah bgt dari pagi ga bisa terus, di keterangannya terjadi kesalahan, tolong di perbaiki",3,2.12.0,"Mohon maaf atas ketidaknyamanan Anda, mohon dicoba kembali. Terima Kasih
",2024-06-27 09:39:50,a43c5b6a-076b-4b34-920f-18ef9b41fbbe
Triple Z,2024-06-27,2024,5,"Knp si terjadi kesalahan mulu kalo mau bayar, gajelas",0,,"Mohon maaf atas ketidaknyamanan Anda, mohon dicoba kembali. Terima Kasih
",2024-06-27 08:27:10,c2c7570f-a75d-48df-9799-d9fee1e67ed4
Mukti Krisna,2024-06-27,2024,2,Mau daftar rekening gabisa stak di SMS kode otp,0,2.12.0,"Pastikan nomor HP yang Anda daftarkan sesuai dengan data Bank, mohon pastikan Anda memiliki cukup pulsa untuk SMS kode OTP dan apabila Anda menggunakan layanan pascabayar, layanan SMS premium telah diaktifkan. Terima Kasih.
",2024-06-27 09:39:28,7a03650b-275d-4fa1-8ba3-a6bbe3c02096
Ais Yah,2024-06-27,2024,2,"Saya sudah install tapi saat berhasil install, saya buka apk nya malah log out terus",1,2.12.0,"Mohon maaf atas ketidaknyamanan Anda, mohon dicoba kembali. Terima Kasih
",2024-06-27 08:04:09,9223e769-a134-41e1-ae28-f26532fba708
Putra Ragil,2024-06-27,2024,1,"Baru aja daftar, mau log in malah keblokir Padahal pasword udah bener",0,2.12.0,"Silahkan klik menu lupa password/ lupa user ID dan masukkan data yang sesuai. Terima Kasih.
",2024-06-27 04:16:46,fefd1f9f-1695-4bbe-9534-34b980da6a05
M Pelitami,2024-06-27,2024,5,ok,0,2.12.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2024-06-27 06:25:31,405a93f9-ab9b-4ef9-a818-431d183f31b5
Sakonda Dienayu Wirimahadian,2024-06-28,2024,5,Memuaskan,0,,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-08-04 09:27:09,519b7ead-9984-4d68-9c82-05d3c17d7352
Rifa ahmad Farizi,2024-06-28,2024,1,lebih 10x minta otp gaada yg masuk 1 pun,0,2.12.0,"Mohon untuk di coba kembali. Pastikan koneksi internet Anda stabil untuk mengakses JakOne Mobile. Pastikan pulsa anda cukup untuk menerima kode OTP (minimum Rp 1.000,-). Terima Kasih.",2025-08-04 09:25:29,d547b8b1-1b66-4c68-9c3b-acb2a7bb2de6
zacky amronee,2024-06-28,2024,5,Mantap betul,0,,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-07-19 08:37:38,b5f8e496-b238-4f1f-83d3-5bbd9da326d8
Hana,2024-06-28,2024,5,Daftar mudahh dan apk baguss pokonya GK nyesel pakai jakon mobile,0,2.12.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-08-04 08:19:01,1aafab8e-b22b-49c3-b002-916a5f04e900
Arra chan,2024-06-28,2024,1,"Apa coba mau pindahin akun ke device lain gabisa² error mulu. Udh masukin nomor tlpn di ""lanjut"" malah error 91",0,2.12.0,"Mohon maaf atas ketidaknyamanan Anda, silahkan kunjungi Kantor Cabang Bank Jakarta terdekat atau hubungi call center Bank Jakarta di nomor 1500-351 agar dapat kami tindak lanjuti. Terimakasih",2025-08-04 09:15:14,981db1ac-7b87-4ca7-977f-7d84e33236b9
Ressa Putra,2024-06-29,2024,2,"Tolong perbaiki dibagian jaringannya ya, jaringan saya bagus tapi pas masuk aplikasi malah lemot banget pas pengen transfer, untuk data keluar masuknya mutasi tolong diperbaiki juga, biar tau keluar masuknya tabungan, masa mutasinya kosong mulu padahal udah transfer beberapa kali, tolong diperbaiki",6,2.12.0,"Terima kasih atas saran dan ulasannya. Hal ini menjadi masukan bagi kami untuk pengembangan aplikasi JakOne Mobile demi kemudahan dan kenyamanan nasabah bertransaksi.
",2024-06-26 07:37:46,f1f3bdf5-1d7e-46c7-bb96-98bedb233965
Hfdrhmns,2024-06-29,2024,5,tertarik sama aplikasi jakone karena kemudahan dan kepercayaan,0,2.12.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-08-04 05:12:46,98861364-d7e5-44ae-ac71-bf499281b4f4
Siti Fauziah,2024-06-29,2024,5,"Saya transfer sore ini,di cek saldo masih 0 tapi cek mutasi sudah masuk tapi saya cek lagi saldo masih 0,tolong pihak bank DKI di bantu permasalahan saya",0,2.12.0,Mohon maaf atas ketidaknyaman Anda. Untuk informasi dan tindaklanjut kendala tersebut dapat mengunjungi Customer Service Bank Jakarta atau menghubungi Call Center Bank Jakarta di nomor 1500-351. Terimakasih.,2025-08-04 04:10:11,2e7553e7-2cc6-46d3-b895-867ea5b24cd6
Irfan Apriansyah,2024-06-29,2024,2,Gak bisa bisa aktivkan jakone pas di sesi terakhir waktu bikin pass buat login payah mana kena pulsa juga,1,2.12.0,Mohon untuk di coba kembali. Pastikan koneksi internet Anda stabil untuk mengakses JakOne Mobile. Terimakasih,2025-08-04 08:17:00,31b88c57-e315-4ae8-bbd8-4fc28f95d2a7
Andrianto Priyatmoko,2024-06-29,2024,5,"Sangat membantu dalam mengatur finansial planning, tampilan yang user friendly dan fitur sangat lengkap. Mudah difahami dan fast respon.",0,2.12.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-08-04 08:18:12,a3b781f7-0842-45f6-97ad-305dce6abbb5
Adam ibrahim,2024-06-29,2024,1,"Fitur tarik tunai masih jauh dari kata baik, jaringan hp stabil tapi aplikasinya jelek Saldo kepotong tapi kodenya gak muncul",3,2.12.0,"Mohon maaf atas ketidaknyamanan Anda, silahkan kunjungi Kantor Cabang Bank Jakarta terdekat atau hubungi call center Bank Jakarta di nomor 1500-351 agar dapat kami tindaklanjuti. Terimakasih",2025-08-04 08:13:42,eb76451f-bee7-4c72-8d8d-113151fd0416
Amanh KunciSukses,2024-06-30,2024,5,aplikasinya krenn sangat membantu,0,2.12.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-08-04 03:27:09,8a1af802-8afd-4f37-866d-4499d319a648
Christina Natalia .T,2024-06-30,2024,1,Gajelas udh makan pulsa banyak gabisa login,0,,"Mohon maaf atas ketidaknyamanan Anda. Untuk Kendala Yang Bapak / Ibu alami bisa menghubungi layanan call center 1500-351 atau layanan whatsapp Bank Jakarta 08190-1500351 untuk layanan pengaduan nasabah. Terimakasih.

",2025-08-04 03:26:13,5f8a7a0a-3328-4dce-b7b0-3eca86ba72de
Ujang Kosasih,2024-07-01,2024,5,Sangat bagus,0,,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-07-19 07:24:07,f6ca1619-becd-4a92-962c-3ce0d834cec5
Muhammad Raihan,2024-07-01,2024,1,"BI - Fast sering error, email ke cs malah disuruh telpon cs.",0,2.12.0,"Mohon maaf atas ketidaknyamanan Anda, mohon dicoba kembali. Terima Kasih
",2024-09-25 09:47:55,02712c44-2dd6-43e2-88d4-5ed51ff88c76
inderakula,2024-07-01,2024,1,Bank DKI bisnis berbayar Call center 1500-xxx,0,2.12.0,"Mohon maaf atas ketidaknyaman Anda. Pastikan data yang Anda masukkan sesuai dengan KTP dan pastikan mengikuti instruksi verifikasi wajah. Jika masih mengalami kendala silahkan hubungi call center Bank DKI di 1500-351. Terima Kasih
",2024-05-31 04:35:39,183493d9-5bfc-4824-a518-5e4f8c31a171
Chronicles 1866,2024-07-01,2024,1,"gajelas, udh terdaftar pencet ""ya"" pas ditanya ""udh ad akun jak mobile blm?"" tapi abis otp ttp disuru isi data, giliran di submit ada warn ""data sudah terdaftar di jak mobile"". YA EMANG UDAH, TERUS KENAPA SURU INPUT LAGI *****, GAJELAS",0,2.12.0,"Mohon untuk di coba kembali. astikan data Anda sesuai dengan data Bank, apabila ada perubahan data silahkan kunjungi kantor layanan Bank DKI terdekat. Terima Kasih.
",2024-08-14 09:55:53,fef39562-31a6-4735-8c21-4113d27acd44
Marini Putri,2024-07-01,2024,1,"Aplikasi gajelas ky gubernur jakarta yg skrg, GAJELAS LU HERU GARA' LU GUE JD KENA OMEL NYOKAP TRS",0,,Mohon maaf atas ketidaknyamanan Anda. Untuk Kendala Yang Bapak / Ibu alami bisa menghubungi layanan call center 1500-351 atau layanan whatsapp Bank Jakarta 08190-1500351 untuk layanan pengaduan nasabah. Terimakasih.,2025-08-04 03:10:37,4390ba61-7fa3-4ab8-ab06-7633249186bf
Jacky Ahmad,2024-07-02,2024,3,Kamis tgl 2 Juli nggak bisa kebuka,0,2.12.0,"Mohon maaf atas ketidaknyamanan Anda, mohon dicoba kembali. Terima Kasih
",2024-08-14 09:58:58,c98b91a4-cf00-455f-baa7-89f17eed41fa
mercure wenn,2024-07-02,2024,1,"ne kenapa error buat tf ke bank lain,pdhal lagi dluar kota,ga pegang cash lagi",0,,"Mohon maaf atas ketidaknyamanan Anda, mohon dicoba kembali. Terima Kasih
",2024-08-14 09:58:35,84b588fb-9f47-45dd-8f9f-8d65c28f8d90
Dewi Susilowati,2024-07-02,2024,5,Semakin bagus... n lengkap fiturnya.,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2024-07-19 07:24:04,7770bf62-7073-41c5-a4f0-267c9d973b87
Anies Baswedan,2024-07-02,2024,5,Aplikasi ini enak banget digunakan untuk transaksi apapun banyak promo juga 😍,0,,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-08-14 09:57:48,1ff92531-a636-448f-bea6-91930aad07a1
A.D M,2024-07-02,2024,5,"Saya ingin menggunakan jakone mobile lg, jd download baru,tp stlh diisi data tdk bs di lanjutkan dikarenakan sudah terdata/terdaftar.padahal no HP nya berbeda. Ada pergantian no HP. Tuk yg lainnya spt no rek ttp, tuk jenis perangkatnya mgkn sama spt awal buat sdh lama jg, jd tuk download dan isi data lg tdk bs, Jd solusinya bgmn y?",0,2.12.0,"Mohon untuk di coba kembali. astikan data Anda sesuai dengan data Bank, apabila ada perubahan data silahkan kunjungi kantor layanan Bank DKI terdekat. Terima Kasih.
",2024-08-14 09:56:40,d67ebc6b-2c3c-492a-972a-f9afed983676
Maman Suparman,2024-07-02,2024,5,lancar,0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-08-14 09:58:04,ae059471-97a1-4792-8c0f-035419502642
Felix,2024-07-03,2024,5,"Interface aplikasinya cukup simple dan mudah dipahami, proses transaksi jg cepat.",0,2.12.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.
",2024-08-14 09:59:09,824cc6a9-2527-4ae8-8ab8-fceb5219b624
Faiz Hazami,2024-07-03,2024,1,"Aplikasi gak jelas, mau login selalu diarahin ke menu daftar, udah 2 tahun nyobain masih tetep begini😭",1,2.12.0,"Mohon maaf atas ketidaknyamanan Anda, mohon dicoba kembali. Terima Kasih
",2024-08-14 09:59:20,d23ddd13-d45c-4c60-be0c-09fc3826a007
